ano_str,unidade,valor,indicador,etapa,ano_t,ano_t1
2014/2015,Norte,9.6,repetencia,EF_9,2014,2015
2014/2015,Nordeste,9.8,repetencia,EF_9,2014,2015
2014/2015,Sudeste,7.0,repetencia,EF_9,2014,2015
2014/2015,Sul,8.7,repetencia,EF_9,2014,2015
2014/2015,Centro-Oeste,7.7,repetencia,EF_9,2014,2015
2014/2015,Rondônia,9.8,repetencia,EF_9,2014,2015
2014/2015,Acre,8.7,repetencia,EF_9,2014,2015
2014/2015,Amazonas,7.6,repetencia,EF_9,2014,2015
2014/2015,Roraima,11.5,repetencia,EF_9,2014,2015
2014/2015,Pará,10.4,repetencia,EF_9,2014,2015
2014/2015,Amapá,10.9,repetencia,EF_9,2014,2015
2014/2015,Tocantins,10.0,repetencia,EF_9,2014,2015
2014/2015,Maranhão,8.8,repetencia,EF_9,2014,2015
2014/2015,Piauí,8.7,repetencia,EF_9,2014,2015
2014/2015,Ceará,3.8,repetencia,EF_9,2014,2015
2014/2015,Rio Grande do Norte,10.2,repetencia,EF_9,2014,2015
2014/2015,Paraíba,10.4,repetencia,EF_9,2014,2015
2014/2015,Pernambuco,9.7,repetencia,EF_9,2014,2015
2014/2015,Alagoas,11.8,repetencia,EF_9,2014,2015
2014/2015,Sergipe,14.0,repetencia,EF_9,2014,2015
2014/2015,Bahia,13.3,repetencia,EF_9,2014,2015
2014/2015,Minas Gerais,5.9,repetencia,EF_9,2014,2015
2014/2015,Espírito Santo,8.9,repetencia,EF_9,2014,2015
2014/2015,Rio de Janeiro,7.8,repetencia,EF_9,2014,2015
2014/2015,São Paulo,7.1,repetencia,EF_9,2014,2015
2014/2015,Paraná,10.1,repetencia,EF_9,2014,2015
2014/2015,Santa Catarina,7.1,repetencia,EF_9,2014,2015
2014/2015,Rio Grande do Sul,7.6,repetencia,EF_9,2014,2015
2014/2015,Mato Grosso do Sul,13.1,repetencia,EF_9,2014,2015
2014/2015,Mato Grosso,5.2,repetencia,EF_9,2014,2015
2014/2015,Goiás,5.8,repetencia,EF_9,2014,2015
2014/2015,Distrito Federal,10.8,repetencia,EF_9,2014,2015
2014/2015,Brasil,10.5,repetencia,Total_EM,2014,2015
2014/2015,Norte,12.1,repetencia,Total_EM,2014,2015
2014/2015,Nordeste,11.1,repetencia,Total_EM,2014,2015
2014/2015,Sudeste,8.8,repetencia,Total_EM,2014,2015
2014/2015,Sul,12.4,repetencia,Total_EM,2014,2015
2014/2015,Centro-Oeste,12.6,repetencia,Total_EM,2014,2015
2014/2015,Rondônia,10.3,repetencia,Total_EM,2014,2015
2014/2015,Acre,15.6,repetencia,Total_EM,2014,2015
2014/2015,Amazonas,9.4,repetencia,Total_EM,2014,2015
2014/2015,Roraima,11.5,repetencia,Total_EM,2014,2015
2014/2015,Pará,13.2,repetencia,Total_EM,2014,2015
2014/2015,Amapá,15.1,repetencia,Total_EM,2014,2015
2014/2015,Tocantins,12.1,repetencia,Total_EM,2014,2015
2014/2015,Maranhão,11.5,repetencia,Total_EM,2014,2015
2014/2015,Piauí,11.3,repetencia,Total_EM,2014,2015
2014/2015,Ceará,6.3,repetencia,Total_EM,2014,2015
2014/2015,Rio Grande do Norte,16.1,repetencia,Total_EM,2014,2015
2014/2015,Paraíba,11.5,repetencia,Total_EM,2014,2015
2014/2015,Pernambuco,8.0,repetencia,Total_EM,2014,2015
2014/2015,Alagoas,13.5,repetencia,Total_EM,2014,2015
2014/2015,Sergipe,16.2,repetencia,Total_EM,2014,2015
2014/2015,Bahia,13.5,repetencia,Total_EM,2014,2015
2014/2015,Minas Gerais,9.0,repetencia,Total_EM,2014,2015
2014/2015,Espírito Santo,12.3,repetencia,Total_EM,2014,2015
2014/2015,Rio de Janeiro,9.8,repetencia,Total_EM,2014,2015
2014/2015,São Paulo,8.1,repetencia,Total_EM,2014,2015
2014/2015,Paraná,12.3,repetencia,Total_EM,2014,2015
2014/2015,Santa Catarina,12.6,repetencia,Total_EM,2014,2015
2014/2015,Rio Grande do Sul,12.4,repetencia,Total_EM,2014,2015
2014/2015,Mato Grosso do Sul,14.8,repetencia,Total_EM,2014,2015
2014/2015,Mato Grosso,19.9,repetencia,Total_EM,2014,2015
2014/2015,Goiás,8.3,repetencia,Total_EM,2014,2015
2014/2015,Distrito Federal,10.7,repetencia,Total_EM,2014,2015
2014/2015,Brasil,15.4,repetencia,EM_1,2014,2015
2014/2015,Norte,15.3,repetencia,EM_1,2014,2015
2014/2015,Nordeste,15.3,repetencia,EM_1,2014,2015
2014/2015,Sudeste,13.6,repetencia,EM_1,2014,2015
2014/2015,Sul,18.6,repetencia,EM_1,2014,2015
2014/2015,Centro-Oeste,18.9,repetencia,EM_1,2014,2015
2014/2015,Rondônia,15.5,repetencia,EM_1,2014,2015
2014/2015,Acre,20.4,repetencia,EM_1,2014,2015
2014/2015,Amazonas,12.2,repetencia,EM_1,2014,2015
2014/2015,Roraima,18.1,repetencia,EM_1,2014,2015
2014/2015,Pará,15.0,repetencia,EM_1,2014,2015
2014/2015,Amapá,20.7,repetencia,EM_1,2014,2015
2014/2015,Tocantins,17.8,repetencia,EM_1,2014,2015
2014/2015,Maranhão,15.0,repetencia,EM_1,2014,2015
2014/2015,Piauí,15.2,repetencia,EM_1,2014,2015
2014/2015,Ceará,9.6,repetencia,EM_1,2014,2015
2014/2015,Rio Grande do Norte,21.7,repetencia,EM_1,2014,2015
2014/2015,Paraíba,17.3,repetencia,EM_1,2014,2015
2014/2015,Pernambuco,10.9,repetencia,EM_1,2014,2015
2014/2015,Alagoas,19.1,repetencia,EM_1,2014,2015
2014/2015,Sergipe,22.7,repetencia,EM_1,2014,2015
2014/2015,Bahia,17.9,repetencia,EM_1,2014,2015
2014/2015,Minas Gerais,14.5,repetencia,EM_1,2014,2015
2014/2015,Espírito Santo,19.9,repetencia,EM_1,2014,2015
2014/2015,Rio de Janeiro,14.7,repetencia,EM_1,2014,2015
2014/2015,São Paulo,12.5,repetencia,EM_1,2014,2015
2014/2015,Paraná,17.3,repetencia,EM_1,2014,2015
2014/2015,Santa Catarina,20.0,repetencia,EM_1,2014,2015
2014/2015,Rio Grande do Sul,18.9,repetencia,EM_1,2014,2015
2014/2015,Mato Grosso do Sul,20.7,repetencia,EM_1,2014,2015
2014/2015,Mato Grosso,28.5,repetencia,EM_1,2014,2015
2014/2015,Goiás,12.4,repetencia,EM_1,2014,2015
2014/2015,Distrito Federal,16.5,repetencia,EM_1,2014,2015
2014/2015,Brasil,9.0,repetencia,EM_2,2014,2015
2014/2015,Norte,11.0,repetencia,EM_2,2014,2015
2014/2015,Nordeste,9.7,repetencia,EM_2,2014,2015
2014/2015,Sudeste,7.5,repetencia,EM_2,2014,2015
2014/2015,Sul,10.3,repetencia,EM_2,2014,2015
2014/2015,Centro-Oeste,9.7,repetencia,EM_2,2014,2015
2014/2015,Rondônia,8.4,repetencia,EM_2,2014,2015
2014/2015,Acre,12.9,repetencia,EM_2,2014,2015
2014/2015,Amazonas,9.1,repetencia,EM_2,2014,2015
2014/2015,Roraima,8.1,repetencia,EM_2,2014,2015
2014/2015,Pará,12.5,repetencia,EM_2,2014,2015
2014/2015,Amapá,11.5,repetencia,EM_2,2014,2015
2014/2015,Tocantins,10.6,repetencia,EM_2,2014,2015
2014/2015,Maranhão,11.0,repetencia,EM_2,2014,2015
2014/2015,Piauí,10.2,repetencia,EM_2,2014,2015
2014/2015,Ceará,5.8,repetencia,EM_2,2014,2015
2014/2015,Rio Grande do Norte,14.7,repetencia,EM_2,2014,2015
2014/2015,Paraíba,9.2,repetencia,EM_2,2014,2015
2014/2015,Pernambuco,6.5,repetencia,EM_2,2014,2015
2014/2015,Alagoas,11.0,repetencia,EM_2,2014,2015
2014/2015,Sergipe,14.5,repetencia,EM_2,2014,2015
2014/2015,Bahia,11.7,repetencia,EM_2,2014,2015
2014/2015,Minas Gerais,7.5,repetencia,EM_2,2014,2015
2014/2015,Espírito Santo,9.2,repetencia,EM_2,2014,2015
2014/2015,Rio de Janeiro,8.5,repetencia,EM_2,2014,2015
2014/2015,São Paulo,7.1,repetencia,EM_2,2014,2015
2014/2015,Paraná,11.1,repetencia,EM_2,2014,2015
2014/2015,Santa Catarina,8.7,repetencia,EM_2,2014,2015
2014/2015,Rio Grande do Sul,10.5,repetencia,EM_2,2014,2015
2014/2015,Mato Grosso do Sul,12.7,repetencia,EM_2,2014,2015
2014/2015,Mato Grosso,14.0,repetencia,EM_2,2014,2015
2014/2015,Goiás,7.2,repetencia,EM_2,2014,2015
2014/2015,Distrito Federal,8.1,repetencia,EM_2,2014,2015
2014/2015,Brasil,4.8,repetencia,EM_3,2014,2015
2014/2015,Norte,8.4,repetencia,EM_3,2014,2015
2014/2015,Nordeste,6.2,repetencia,EM_3,2014,2015
2014/2015,Sudeste,3.0,repetencia,EM_3,2014,2015
2014/2015,Sul,4.9,repetencia,EM_3,2014,2015
2014/2015,Centro-Oeste,5.4,repetencia,EM_3,2014,2015
2014/2015,Rondônia,3.7,repetencia,EM_3,2014,2015
2014/2015,Acre,11.3,repetencia,EM_3,2014,2015
2014/2015,Amazonas,5.6,repetencia,EM_3,2014,2015
2014/2015,Roraima,3.4,repetencia,EM_3,2014,2015
2014/2015,Pará,11.3,repetencia,EM_3,2014,2015
2014/2015,Amapá,9.3,repetencia,EM_3,2014,2015
2014/2015,Tocantins,4.5,repetencia,EM_3,2014,2015
2014/2015,Maranhão,6.2,repetencia,EM_3,2014,2015
2014/2015,Piauí,6.4,repetencia,EM_3,2014,2015
2014/2015,Ceará,2.5,repetencia,EM_3,2014,2015
2014/2015,Rio Grande do Norte,9.2,repetencia,EM_3,2014,2015
2014/2015,Paraíba,4.6,repetencia,EM_3,2014,2015
2014/2015,Pernambuco,5.5,repetencia,EM_3,2014,2015
2014/2015,Alagoas,7.3,repetencia,EM_3,2014,2015
2014/2015,Sergipe,6.5,repetencia,EM_3,2014,2015
2014/2015,Bahia,8.7,repetencia,EM_3,2014,2015
2014/2015,Minas Gerais,3.0,repetencia,EM_3,2014,2015
2014/2015,Espírito Santo,2.9,repetencia,EM_3,2014,2015
2014/2015,Rio de Janeiro,3.3,repetencia,EM_3,2014,2015
2014/2015,São Paulo,3.0,repetencia,EM_3,2014,2015
2014/2015,Paraná,6.6,repetencia,EM_3,2014,2015
2014/2015,Santa Catarina,3.5,repetencia,EM_3,2014,2015
2014/2015,Rio Grande do Sul,3.8,repetencia,EM_3,2014,2015
2014/2015,Mato Grosso do Sul,6.9,repetencia,EM_3,2014,2015
2014/2015,Mato Grosso,9.1,repetencia,EM_3,2014,2015
2014/2015,Goiás,3.8,repetencia,EM_3,2014,2015
2014/2015,Distrito Federal,3.4,repetencia,EM_3,2014,2015
2014/2015,Brasil,3.0,evasao,Total_EF,2014,2015
2014/2015,Norte,3.9,evasao,Total_EF,2014,2015
2014/2015,Nordeste,4.1,evasao,Total_EF,2014,2015
2014/2015,Sudeste,2.3,evasao,Total_EF,2014,2015
2014/2015,Sul,2.0,evasao,Total_EF,2014,2015
2014/2015,Centro-Oeste,2.8,evasao,Total_EF,2014,2015
2014/2015,Rondônia,2.9,evasao,Total_EF,2014,2015
2014/2015,Acre,4.2,evasao,Total_EF,2014,2015
2014/2015,Amazonas,4.0,evasao,Total_EF,2014,2015
2014/2015,Roraima,3.0,evasao,Total_EF,2014,2015
2014/2015,Pará,4.3,evasao,Total_EF,2014,2015
2014/2015,Amapá,3.1,evasao,Total_EF,2014,2015
2014/2015,Tocantins,2.9,evasao,Total_EF,2014,2015
2014/2015,Maranhão,4.6,evasao,Total_EF,2014,2015
2014/2015,Piauí,3.8,evasao,Total_EF,2014,2015
2014/2015,Ceará,3.1,evasao,Total_EF,2014,2015
2014/2015,Rio Grande do Norte,3.1,evasao,Total_EF,2014,2015
2014/2015,Paraíba,4.1,evasao,Total_EF,2014,2015
2014/2015,Pernambuco,4.0,evasao,Total_EF,2014,2015
2014/2015,Alagoas,5.1,evasao,Total_EF,2014,2015
2014/2015,Sergipe,4.2,evasao,Total_EF,2014,2015
2014/2015,Bahia,4.3,evasao,Total_EF,2014,2015
2014/2015,Minas Gerais,2.1,evasao,Total_EF,2014,2015
2014/2015,Espírito Santo,2.8,evasao,Total_EF,2014,2015
2014/2015,Rio de Janeiro,3.5,evasao,Total_EF,2014,2015
2014/2015,São Paulo,1.9,evasao,Total_EF,2014,2015
2014/2015,Paraná,2.2,evasao,Total_EF,2014,2015
2014/2015,Santa Catarina,1.6,evasao,Total_EF,2014,2015
2014/2015,Rio Grande do Sul,2.1,evasao,Total_EF,2014,2015
2014/2015,Mato Grosso do Sul,4.0,evasao,Total_EF,2014,2015
2014/2015,Mato Grosso,2.0,evasao,Total_EF,2014,2015
2014/2015,Goiás,3.1,evasao,Total_EF,2014,2015
2014/2015,Distrito Federal,2.0,evasao,Total_EF,2014,2015
2014/2015,Brasil,1.5,evasao,EF_AI,2014,2015
2014/2015,Norte,2.4,evasao,EF_AI,2014,2015
2014/2015,Nordeste,2.4,evasao,EF_AI,2014,2015
2014/2015,Sudeste,0.8,evasao,EF_AI,2014,2015
2014/2015,Sul,0.6,evasao,EF_AI,2014,2015
2014/2015,Centro-Oeste,1.1,evasao,EF_AI,2014,2015
2014/2015,Rondônia,1.3,evasao,EF_AI,2014,2015
2014/2015,Acre,3.2,evasao,EF_AI,2014,2015
2014/2015,Amazonas,2.5,evasao,EF_AI,2014,2015
2014/2015,Roraima,1.6,evasao,EF_AI,2014,2015
2014/2015,Pará,2.8,evasao,EF_AI,2014,2015
2014/2015,Amapá,2.1,evasao,EF_AI,2014,2015
2014/2015,Tocantins,1.2,evasao,EF_AI,2014,2015
2014/2015,Maranhão,2.9,evasao,EF_AI,2014,2015
2014/2015,Piauí,2.3,evasao,EF_AI,2014,2015
2014/2015,Ceará,1.5,evasao,EF_AI,2014,2015
2014/2015,Rio Grande do Norte,1.7,evasao,EF_AI,2014,2015
2014/2015,Paraíba,2.3,evasao,EF_AI,2014,2015
2014/2015,Pernambuco,2.2,evasao,EF_AI,2014,2015
2014/2015,Alagoas,2.7,evasao,EF_AI,2014,2015
2014/2015,Sergipe,2.3,evasao,EF_AI,2014,2015
2014/2015,Bahia,2.8,evasao,EF_AI,2014,2015
2014/2015,Minas Gerais,0.6,evasao,EF_AI,2014,2015
2014/2015,Espírito Santo,1.1,evasao,EF_AI,2014,2015
2014/2015,Rio de Janeiro,1.9,evasao,EF_AI,2014,2015
2014/2015,São Paulo,0.5,evasao,EF_AI,2014,2015
2014/2015,Paraná,0.5,evasao,EF_AI,2014,2015
2014/2015,Santa Catarina,0.6,evasao,EF_AI,2014,2015
2014/2015,Rio Grande do Sul,0.7,evasao,EF_AI,2014,2015
2014/2015,Mato Grosso do Sul,1.6,evasao,EF_AI,2014,2015
2014/2015,Mato Grosso,0.8,evasao,EF_AI,2014,2015
2014/2015,Goiás,1.2,evasao,EF_AI,2014,2015
2014/2015,Distrito Federal,0.9,evasao,EF_AI,2014,2015
2014/2015,Brasil,5.0,evasao,EF_AF,2014,2015
2014/2015,Norte,6.0,evasao,EF_AF,2014,2015
2014/2015,Nordeste,6.2,evasao,EF_AF,2014,2015
2014/2015,Sudeste,4.0,evasao,EF_AF,2014,2015
2014/2015,Sul,3.9,evasao,EF_AF,2014,2015
2014/2015,Centro-Oeste,5.0,evasao,EF_AF,2014,2015
2014/2015,Rondônia,5.2,evasao,EF_AF,2014,2015
2014/2015,Acre,5.8,evasao,EF_AF,2014,2015
2014/2015,Amazonas,6.0,evasao,EF_AF,2014,2015
2014/2015,Roraima,5.1,evasao,EF_AF,2014,2015
2014/2015,Pará,6.6,evasao,EF_AF,2014,2015
2014/2015,Amapá,4.4,evasao,EF_AF,2014,2015
2014/2015,Tocantins,5.1,evasao,EF_AF,2014,2015
2014/2015,Maranhão,6.7,evasao,EF_AF,2014,2015
2014/2015,Piauí,5.7,evasao,EF_AF,2014,2015
2014/2015,Ceará,5.1,evasao,EF_AF,2014,2015
2014/2015,Rio Grande do Norte,4.9,evasao,EF_AF,2014,2015
2014/2015,Paraíba,6.6,evasao,EF_AF,2014,2015
2014/2015,Pernambuco,6.4,evasao,EF_AF,2014,2015
2014/2015,Alagoas,8.1,evasao,EF_AF,2014,2015
2014/2015,Sergipe,6.6,evasao,EF_AF,2014,2015
2014/2015,Bahia,6.2,evasao,EF_AF,2014,2015
2014/2015,Minas Gerais,3.7,evasao,EF_AF,2014,2015
2014/2015,Espírito Santo,5.0,evasao,EF_AF,2014,2015
2014/2015,Rio de Janeiro,5.4,evasao,EF_AF,2014,2015
2014/2015,São Paulo,3.6,evasao,EF_AF,2014,2015
2014/2015,Paraná,4.2,evasao,EF_AF,2014,2015
2014/2015,Santa Catarina,3.2,evasao,EF_AF,2014,2015
2014/2015,Rio Grande do Sul,4.0,evasao,EF_AF,2014,2015
2014/2015,Mato Grosso do Sul,7.3,evasao,EF_AF,2014,2015
2014/2015,Mato Grosso,3.4,evasao,EF_AF,2014,2015
2014/2015,Goiás,5.5,evasao,EF_AF,2014,2015
2014/2015,Distrito Federal,3.3,evasao,EF_AF,2014,2015
2014/2015,Brasil,1.1,evasao,EF_1,2014,2015
2014/2015,Norte,1.6,evasao,EF_1,2014,2015
2014/2015,Nordeste,1.8,evasao,EF_1,2014,2015
2014/2015,Sudeste,0.7,evasao,EF_1,2014,2015
2014/2015,Sul,0.4,evasao,EF_1,2014,2015
2014/2015,Centro-Oeste,0.9,evasao,EF_1,2014,2015
2014/2015,Rondônia,0.8,evasao,EF_1,2014,2015
2014/2015,Acre,2.4,evasao,EF_1,2014,2015
2014/2015,Amazonas,1.7,evasao,EF_1,2014,2015
2014/2015,Roraima,1.5,evasao,EF_1,2014,2015
2014/2015,Pará,1.9,evasao,EF_1,2014,2015
2014/2015,Amapá,1.7,evasao,EF_1,2014,2015
2014/2015,Tocantins,0.9,evasao,EF_1,2014,2015
2014/2015,Maranhão,2.3,evasao,EF_1,2014,2015
2014/2015,Piauí,1.6,evasao,EF_1,2014,2015
2014/2015,Ceará,1.0,evasao,EF_1,2014,2015
2014/2015,Rio Grande do Norte,1.0,evasao,EF_1,2014,2015
2014/2015,Paraíba,1.7,evasao,EF_1,2014,2015
2014/2015,Pernambuco,1.8,evasao,EF_1,2014,2015
2014/2015,Alagoas,2.2,evasao,EF_1,2014,2015
2014/2015,Sergipe,1.4,evasao,EF_1,2014,2015
2014/2015,Bahia,2.2,evasao,EF_1,2014,2015
2014/2015,Minas Gerais,0.4,evasao,EF_1,2014,2015
2014/2015,Espírito Santo,0.7,evasao,EF_1,2014,2015
2014/2015,Rio de Janeiro,1.8,evasao,EF_1,2014,2015
2014/2015,São Paulo,0.4,evasao,EF_1,2014,2015
2014/2015,Paraná,0.5,evasao,EF_1,2014,2015
2014/2015,Santa Catarina,0.4,evasao,EF_1,2014,2015
2014/2015,Rio Grande do Sul,0.3,evasao,EF_1,2014,2015
2014/2015,Mato Grosso do Sul,1.0,evasao,EF_1,2014,2015
2014/2015,Mato Grosso,0.9,evasao,EF_1,2014,2015
2014/2015,Goiás,0.9,evasao,EF_1,2014,2015
2014/2015,Distrito Federal,0.7,evasao,EF_1,2014,2015
2014/2015,Brasil,1.2,evasao,EF_2,2014,2015
2014/2015,Norte,1.8,evasao,EF_2,2014,2015
2014/2015,Nordeste,1.9,evasao,EF_2,2014,2015
2014/2015,Sudeste,0.7,evasao,EF_2,2014,2015
2014/2015,Sul,0.5,evasao,EF_2,2014,2015
2014/2015,Centro-Oeste,0.9,evasao,EF_2,2014,2015
2014/2015,Rondônia,1.1,evasao,EF_2,2014,2015
2014/2015,Acre,2.5,evasao,EF_2,2014,2015
2014/2015,Amazonas,2.2,evasao,EF_2,2014,2015
2014/2015,Roraima,0.7,evasao,EF_2,2014,2015
2014/2015,Pará,1.9,evasao,EF_2,2014,2015
2014/2015,Amapá,1.4,evasao,EF_2,2014,2015
2014/2015,Tocantins,0.9,evasao,EF_2,2014,2015
2014/2015,Maranhão,2.4,evasao,EF_2,2014,2015
2014/2015,Piauí,1.6,evasao,EF_2,2014,2015
2014/2015,Ceará,0.8,evasao,EF_2,2014,2015
2014/2015,Rio Grande do Norte,1.0,evasao,EF_2,2014,2015
2014/2015,Paraíba,1.7,evasao,EF_2,2014,2015
2014/2015,Pernambuco,1.8,evasao,EF_2,2014,2015
2014/2015,Alagoas,2.0,evasao,EF_2,2014,2015
2014/2015,Sergipe,1.6,evasao,EF_2,2014,2015
2014/2015,Bahia,2.5,evasao,EF_2,2014,2015
2014/2015,Minas Gerais,0.5,evasao,EF_2,2014,2015
2014/2015,Espírito Santo,0.7,evasao,EF_2,2014,2015
2014/2015,Rio de Janeiro,1.6,evasao,EF_2,2014,2015
2014/2015,São Paulo,0.4,evasao,EF_2,2014,2015
2014/2015,Paraná,0.5,evasao,EF_2,2014,2015
2014/2015,Santa Catarina,0.5,evasao,EF_2,2014,2015
2014/2015,Rio Grande do Sul,0.4,evasao,EF_2,2014,2015
2014/2015,Mato Grosso do Sul,1.2,evasao,EF_2,2014,2015
2014/2015,Mato Grosso,0.8,evasao,EF_2,2014,2015
2014/2015,Goiás,0.9,evasao,EF_2,2014,2015
2014/2015,Distrito Federal,0.7,evasao,EF_2,2014,2015
2014/2015,Brasil,1.4,evasao,EF_3,2014,2015
2014/2015,Norte,2.0,evasao,EF_3,2014,2015
2014/2015,Nordeste,2.2,evasao,EF_3,2014,2015
2014/2015,Sudeste,0.8,evasao,EF_3,2014,2015
2014/2015,Sul,0.6,evasao,EF_3,2014,2015
2014/2015,Centro-Oeste,1.0,evasao,EF_3,2014,2015
2014/2015,Rondônia,1.1,evasao,EF_3,2014,2015
2014/2015,Acre,2.3,evasao,EF_3,2014,2015
2014/2015,Amazonas,2.2,evasao,EF_3,2014,2015
2014/2015,Roraima,1.2,evasao,EF_3,2014,2015
2014/2015,Pará,2.3,evasao,EF_3,2014,2015
2014/2015,Amapá,1.9,evasao,EF_3,2014,2015
2014/2015,Tocantins,1.0,evasao,EF_3,2014,2015
2014/2015,Maranhão,2.7,evasao,EF_3,2014,2015
2014/2015,Piauí,2.1,evasao,EF_3,2014,2015
2014/2015,Ceará,1.2,evasao,EF_3,2014,2015
2014/2015,Rio Grande do Norte,1.2,evasao,EF_3,2014,2015
2014/2015,Paraíba,2.1,evasao,EF_3,2014,2015
2014/2015,Pernambuco,2.2,evasao,EF_3,2014,2015
2014/2015,Alagoas,2.5,evasao,EF_3,2014,2015
2014/2015,Sergipe,2.0,evasao,EF_3,2014,2015
2014/2015,Bahia,2.7,evasao,EF_3,2014,2015
2014/2015,Minas Gerais,0.5,evasao,EF_3,2014,2015
2014/2015,Espírito Santo,1.0,evasao,EF_3,2014,2015
2014/2015,Rio de Janeiro,1.8,evasao,EF_3,2014,2015
2014/2015,São Paulo,0.4,evasao,EF_3,2014,2015
2014/2015,Paraná,0.5,evasao,EF_3,2014,2015
2014/2015,Santa Catarina,0.4,evasao,EF_3,2014,2015
2014/2015,Rio Grande do Sul,0.6,evasao,EF_3,2014,2015
2014/2015,Mato Grosso do Sul,1.4,evasao,EF_3,2014,2015
2014/2015,Mato Grosso,0.7,evasao,EF_3,2014,2015
2014/2015,Goiás,1.0,evasao,EF_3,2014,2015
2014/2015,Distrito Federal,0.8,evasao,EF_3,2014,2015
2014/2015,Brasil,1.5,evasao,EF_4,2014,2015
2014/2015,Norte,2.4,evasao,EF_4,2014,2015
2014/2015,Nordeste,2.4,evasao,EF_4,2014,2015
2014/2015,Sudeste,0.8,evasao,EF_4,2014,2015
2014/2015,Sul,0.6,evasao,EF_4,2014,2015
2014/2015,Centro-Oeste,1.1,evasao,EF_4,2014,2015
2014/2015,Rondônia,1.3,evasao,EF_4,2014,2015
2014/2015,Acre,3.1,evasao,EF_4,2014,2015
2014/2015,Amazonas,2.2,evasao,EF_4,2014,2015
2014/2015,Roraima,1.0,evasao,EF_4,2014,2015
2014/2015,Pará,2.8,evasao,EF_4,2014,2015
2014/2015,Amapá,2.1,evasao,EF_4,2014,2015
2014/2015,Tocantins,1.3,evasao,EF_4,2014,2015
2014/2015,Maranhão,3.0,evasao,EF_4,2014,2015
2014/2015,Piauí,2.6,evasao,EF_4,2014,2015
2014/2015,Ceará,1.9,evasao,EF_4,2014,2015
2014/2015,Rio Grande do Norte,2.1,evasao,EF_4,2014,2015
2014/2015,Paraíba,2.4,evasao,EF_4,2014,2015
2014/2015,Pernambuco,1.8,evasao,EF_4,2014,2015
2014/2015,Alagoas,2.3,evasao,EF_4,2014,2015
2014/2015,Sergipe,2.6,evasao,EF_4,2014,2015
2014/2015,Bahia,2.6,evasao,EF_4,2014,2015
2014/2015,Minas Gerais,0.6,evasao,EF_4,2014,2015
2014/2015,Espírito Santo,1.1,evasao,EF_4,2014,2015
2014/2015,Rio de Janeiro,1.7,evasao,EF_4,2014,2015
2014/2015,São Paulo,0.5,evasao,EF_4,2014,2015
2014/2015,Paraná,0.4,evasao,EF_4,2014,2015
2014/2015,Santa Catarina,0.5,evasao,EF_4,2014,2015
2014/2015,Rio Grande do Sul,0.8,evasao,EF_4,2014,2015
2014/2015,Mato Grosso do Sul,1.7,evasao,EF_4,2014,2015
2014/2015,Mato Grosso,0.7,evasao,EF_4,2014,2015
2014/2015,Goiás,1.1,evasao,EF_4,2014,2015
2014/2015,Distrito Federal,0.8,evasao,EF_4,2014,2015
2014/2015,Brasil,2.4,evasao,EF_5,2014,2015
2014/2015,Norte,4.2,evasao,EF_5,2014,2015
2014/2015,Nordeste,3.6,evasao,EF_5,2014,2015
2014/2015,Sudeste,1.3,evasao,EF_5,2014,2015
2014/2015,Sul,1.0,evasao,EF_5,2014,2015
2014/2015,Centro-Oeste,1.8,evasao,EF_5,2014,2015
2014/2015,Rondônia,2.1,evasao,EF_5,2014,2015
2014/2015,Acre,6.2,evasao,EF_5,2014,2015
2014/2015,Amazonas,4.2,evasao,EF_5,2014,2015
2014/2015,Roraima,4.0,evasao,EF_5,2014,2015
2014/2015,Pará,4.9,evasao,EF_5,2014,2015
2014/2015,Amapá,3.5,evasao,EF_5,2014,2015
2014/2015,Tocantins,1.8,evasao,EF_5,2014,2015
2014/2015,Maranhão,4.2,evasao,EF_5,2014,2015
2014/2015,Piauí,3.6,evasao,EF_5,2014,2015
2014/2015,Ceará,2.3,evasao,EF_5,2014,2015
2014/2015,Rio Grande do Norte,3.0,evasao,EF_5,2014,2015
2014/2015,Paraíba,3.5,evasao,EF_5,2014,2015
2014/2015,Pernambuco,3.4,evasao,EF_5,2014,2015
2014/2015,Alagoas,4.3,evasao,EF_5,2014,2015
2014/2015,Sergipe,3.9,evasao,EF_5,2014,2015
2014/2015,Bahia,4.1,evasao,EF_5,2014,2015
2014/2015,Minas Gerais,1.1,evasao,EF_5,2014,2015
2014/2015,Espírito Santo,1.9,evasao,EF_5,2014,2015
2014/2015,Rio de Janeiro,2.6,evasao,EF_5,2014,2015
2014/2015,São Paulo,0.8,evasao,EF_5,2014,2015
2014/2015,Paraná,0.8,evasao,EF_5,2014,2015
2014/2015,Santa Catarina,0.9,evasao,EF_5,2014,2015
2014/2015,Rio Grande do Sul,1.2,evasao,EF_5,2014,2015
2014/2015,Mato Grosso do Sul,2.6,evasao,EF_5,2014,2015
2014/2015,Mato Grosso,1.1,evasao,EF_5,2014,2015
2014/2015,Goiás,2.0,evasao,EF_5,2014,2015
2014/2015,Distrito Federal,1.4,evasao,EF_5,2014,2015
2014/2015,Brasil,4.1,evasao,EF_6,2014,2015
2014/2015,Norte,5.2,evasao,EF_6,2014,2015
2014/2015,Nordeste,5.7,evasao,EF_6,2014,2015
2014/2015,Sudeste,3.0,evasao,EF_6,2014,2015
2014/2015,Sul,2.7,evasao,EF_6,2014,2015
