ano_str,unidade,valor,indicador,etapa,ano_t,ano_t1
2011/2012,Rondônia,71.2,promocao,EM_2,2011,2012
2011/2012,Acre,78.1,promocao,EM_2,2011,2012
2011/2012,Amazonas,81.5,promocao,EM_2,2011,2012
2011/2012,Roraima,75.6,promocao,EM_2,2011,2012
2011/2012,Pará,67.9,promocao,EM_2,2011,2012
2011/2012,Amapá,72.6,promocao,EM_2,2011,2012
2011/2012,Tocantins,75.3,promocao,EM_2,2011,2012
2011/2012,Maranhão,71.6,promocao,EM_2,2011,2012
2011/2012,Piauí,71.1,promocao,EM_2,2011,2012
2011/2012,Ceará,78.3,promocao,EM_2,2011,2012
2011/2012,Rio Grande do Norte,71.2,promocao,EM_2,2011,2012
2011/2012,Paraíba,72.8,promocao,EM_2,2011,2012
2011/2012,Pernambuco,75.5,promocao,EM_2,2011,2012
2011/2012,Alagoas,68.4,promocao,EM_2,2011,2012
2011/2012,Sergipe,71.5,promocao,EM_2,2011,2012
2011/2012,Bahia,71.6,promocao,EM_2,2011,2012
2011/2012,Minas Gerais,79.0,promocao,EM_2,2011,2012
2011/2012,Espírito Santo,72.2,promocao,EM_2,2011,2012
2011/2012,Rio de Janeiro,69.7,promocao,EM_2,2011,2012
2011/2012,São Paulo,79.2,promocao,EM_2,2011,2012
2011/2012,Paraná,77.5,promocao,EM_2,2011,2012
2011/2012,Santa Catarina,81.7,promocao,EM_2,2011,2012
2011/2012,Rio Grande do Sul,70.5,promocao,EM_2,2011,2012
2011/2012,Mato Grosso do Sul,71.5,promocao,EM_2,2011,2012
2011/2012,Mato Grosso,69.5,promocao,EM_2,2011,2012
2011/2012,Goiás,75.6,promocao,EM_2,2011,2012
2011/2012,Distrito Federal,74.3,promocao,EM_2,2011,2012
2011/2012,Brasil,84.3,promocao,EM_3,2011,2012
2011/2012,Norte,78.6,promocao,EM_3,2011,2012
2011/2012,Nordeste,81.4,promocao,EM_3,2011,2012
2011/2012,Sudeste,87.0,promocao,EM_3,2011,2012
2011/2012,Sul,86.8,promocao,EM_3,2011,2012
2011/2012,Centro-Oeste,83.7,promocao,EM_3,2011,2012
2011/2012,Rondônia,83.2,promocao,EM_3,2011,2012
2011/2012,Acre,77.4,promocao,EM_3,2011,2012
2011/2012,Amazonas,88.5,promocao,EM_3,2011,2012
2011/2012,Roraima,85.7,promocao,EM_3,2011,2012
2011/2012,Pará,71.5,promocao,EM_3,2011,2012
2011/2012,Amapá,74.4,promocao,EM_3,2011,2012
2011/2012,Tocantins,88.6,promocao,EM_3,2011,2012
2011/2012,Maranhão,83.0,promocao,EM_3,2011,2012
2011/2012,Piauí,82.3,promocao,EM_3,2011,2012
2011/2012,Ceará,86.4,promocao,EM_3,2011,2012
2011/2012,Rio Grande do Norte,79.5,promocao,EM_3,2011,2012
2011/2012,Paraíba,83.0,promocao,EM_3,2011,2012
2011/2012,Pernambuco,80.9,promocao,EM_3,2011,2012
2011/2012,Alagoas,77.9,promocao,EM_3,2011,2012
2011/2012,Sergipe,83.7,promocao,EM_3,2011,2012
2011/2012,Bahia,77.9,promocao,EM_3,2011,2012
2011/2012,Minas Gerais,86.3,promocao,EM_3,2011,2012
2011/2012,Espírito Santo,85.7,promocao,EM_3,2011,2012
2011/2012,Rio de Janeiro,83.6,promocao,EM_3,2011,2012
2011/2012,São Paulo,88.2,promocao,EM_3,2011,2012
2011/2012,Paraná,86.5,promocao,EM_3,2011,2012
2011/2012,Santa Catarina,90.1,promocao,EM_3,2011,2012
2011/2012,Rio Grande do Sul,84.7,promocao,EM_3,2011,2012
2011/2012,Mato Grosso do Sul,83.6,promocao,EM_3,2011,2012
2011/2012,Mato Grosso,78.1,promocao,EM_3,2011,2012
2011/2012,Goiás,86.5,promocao,EM_3,2011,2012
2011/2012,Distrito Federal,83.9,promocao,EM_3,2011,2012
2011/2012,Brasil,10.4,repetencia,Total_EF,2011,2012
2011/2012,Norte,12.6,repetencia,Total_EF,2011,2012
2011/2012,Nordeste,14.0,repetencia,Total_EF,2011,2012
2011/2012,Sudeste,7.3,repetencia,Total_EF,2011,2012
2011/2012,Sul,9.3,repetencia,Total_EF,2011,2012
2011/2012,Centro-Oeste,9.1,repetencia,Total_EF,2011,2012
2011/2012,Rondônia,14.2,repetencia,Total_EF,2011,2012
2011/2012,Acre,11.3,repetencia,Total_EF,2011,2012
2011/2012,Amazonas,12.7,repetencia,Total_EF,2011,2012
2011/2012,Roraima,9.0,repetencia,Total_EF,2011,2012
2011/2012,Pará,13.2,repetencia,Total_EF,2011,2012
2011/2012,Amapá,11.6,repetencia,Total_EF,2011,2012
2011/2012,Tocantins,9.9,repetencia,Total_EF,2011,2012
2011/2012,Maranhão,12.5,repetencia,Total_EF,2011,2012
2011/2012,Piauí,14.7,repetencia,Total_EF,2011,2012
2011/2012,Ceará,8.3,repetencia,Total_EF,2011,2012
2011/2012,Rio Grande do Norte,16.2,repetencia,Total_EF,2011,2012
2011/2012,Paraíba,14.5,repetencia,Total_EF,2011,2012
2011/2012,Pernambuco,12.9,repetencia,Total_EF,2011,2012
2011/2012,Alagoas,17.8,repetencia,Total_EF,2011,2012
2011/2012,Sergipe,19.1,repetencia,Total_EF,2011,2012
2011/2012,Bahia,16.4,repetencia,Total_EF,2011,2012
2011/2012,Minas Gerais,7.7,repetencia,Total_EF,2011,2012
2011/2012,Espírito Santo,11.0,repetencia,Total_EF,2011,2012
2011/2012,Rio de Janeiro,12.4,repetencia,Total_EF,2011,2012
2011/2012,São Paulo,4.8,repetencia,Total_EF,2011,2012
2011/2012,Paraná,9.1,repetencia,Total_EF,2011,2012
2011/2012,Santa Catarina,4.8,repetencia,Total_EF,2011,2012
2011/2012,Rio Grande do Sul,12.1,repetencia,Total_EF,2011,2012
2011/2012,Mato Grosso do Sul,14.1,repetencia,Total_EF,2011,2012
2011/2012,Mato Grosso,4.5,repetencia,Total_EF,2011,2012
2011/2012,Goiás,8.5,repetencia,Total_EF,2011,2012
2011/2012,Distrito Federal,10.7,repetencia,Total_EF,2011,2012
2011/2012,Brasil,9.0,repetencia,EF_AI,2011,2012
2011/2012,Norte,12.7,repetencia,EF_AI,2011,2012
2011/2012,Nordeste,12.7,repetencia,EF_AI,2011,2012
2011/2012,Sudeste,5.5,repetencia,EF_AI,2011,2012
2011/2012,Sul,6.5,repetencia,EF_AI,2011,2012
2011/2012,Centro-Oeste,7.6,repetencia,EF_AI,2011,2012
2011/2012,Rondônia,11.2,repetencia,EF_AI,2011,2012
2011/2012,Acre,13.2,repetencia,EF_AI,2011,2012
2011/2012,Amazonas,14.2,repetencia,EF_AI,2011,2012
2011/2012,Roraima,7.0,repetencia,EF_AI,2011,2012
2011/2012,Pará,13.2,repetencia,EF_AI,2011,2012
2011/2012,Amapá,10.9,repetencia,EF_AI,2011,2012
2011/2012,Tocantins,8.8,repetencia,EF_AI,2011,2012
2011/2012,Maranhão,12.3,repetencia,EF_AI,2011,2012
2011/2012,Piauí,14.8,repetencia,EF_AI,2011,2012
2011/2012,Ceará,7.8,repetencia,EF_AI,2011,2012
2011/2012,Rio Grande do Norte,13.8,repetencia,EF_AI,2011,2012
2011/2012,Paraíba,12.7,repetencia,EF_AI,2011,2012
2011/2012,Pernambuco,11.3,repetencia,EF_AI,2011,2012
2011/2012,Alagoas,14.3,repetencia,EF_AI,2011,2012
2011/2012,Sergipe,17.1,repetencia,EF_AI,2011,2012
2011/2012,Bahia,14.6,repetencia,EF_AI,2011,2012
2011/2012,Minas Gerais,4.2,repetencia,EF_AI,2011,2012
2011/2012,Espírito Santo,8.0,repetencia,EF_AI,2011,2012
2011/2012,Rio de Janeiro,10.8,repetencia,EF_AI,2011,2012
2011/2012,São Paulo,3.7,repetencia,EF_AI,2011,2012
2011/2012,Paraná,6.2,repetencia,EF_AI,2011,2012
2011/2012,Santa Catarina,4.1,repetencia,EF_AI,2011,2012
2011/2012,Rio Grande do Sul,8.3,repetencia,EF_AI,2011,2012
2011/2012,Mato Grosso do Sul,12.1,repetencia,EF_AI,2011,2012
2011/2012,Mato Grosso,4.4,repetencia,EF_AI,2011,2012
2011/2012,Goiás,7.0,repetencia,EF_AI,2011,2012
2011/2012,Distrito Federal,7.9,repetencia,EF_AI,2011,2012
2011/2012,Brasil,12.1,repetencia,EF_AF,2011,2012
2011/2012,Norte,12.5,repetencia,EF_AF,2011,2012
2011/2012,Nordeste,15.8,repetencia,EF_AF,2011,2012
2011/2012,Sudeste,9.3,repetencia,EF_AF,2011,2012
2011/2012,Sul,12.3,repetencia,EF_AF,2011,2012
2011/2012,Centro-Oeste,10.9,repetencia,EF_AF,2011,2012
2011/2012,Rondônia,17.7,repetencia,EF_AF,2011,2012
2011/2012,Acre,8.6,repetencia,EF_AF,2011,2012
2011/2012,Amazonas,10.7,repetencia,EF_AF,2011,2012
2011/2012,Roraima,11.6,repetencia,EF_AF,2011,2012
2011/2012,Pará,13.2,repetencia,EF_AF,2011,2012
2011/2012,Amapá,12.5,repetencia,EF_AF,2011,2012
2011/2012,Tocantins,11.2,repetencia,EF_AF,2011,2012
2011/2012,Maranhão,12.7,repetencia,EF_AF,2011,2012
2011/2012,Piauí,14.5,repetencia,EF_AF,2011,2012
2011/2012,Ceará,9.0,repetencia,EF_AF,2011,2012
2011/2012,Rio Grande do Norte,19.4,repetencia,EF_AF,2011,2012
2011/2012,Paraíba,16.7,repetencia,EF_AF,2011,2012
2011/2012,Pernambuco,14.9,repetencia,EF_AF,2011,2012
2011/2012,Alagoas,21.8,repetencia,EF_AF,2011,2012
2011/2012,Sergipe,21.7,repetencia,EF_AF,2011,2012
2011/2012,Bahia,18.7,repetencia,EF_AF,2011,2012
2011/2012,Minas Gerais,11.7,repetencia,EF_AF,2011,2012
2011/2012,Espírito Santo,14.5,repetencia,EF_AF,2011,2012
2011/2012,Rio de Janeiro,14.3,repetencia,EF_AF,2011,2012
2011/2012,São Paulo,5.8,repetencia,EF_AF,2011,2012
2011/2012,Paraná,12.0,repetencia,EF_AF,2011,2012
2011/2012,Santa Catarina,5.6,repetencia,EF_AF,2011,2012
2011/2012,Rio Grande do Sul,16.3,repetencia,EF_AF,2011,2012
2011/2012,Mato Grosso do Sul,16.7,repetencia,EF_AF,2011,2012
2011/2012,Mato Grosso,4.6,repetencia,EF_AF,2011,2012
2011/2012,Goiás,10.4,repetencia,EF_AF,2011,2012
2011/2012,Distrito Federal,14.1,repetencia,EF_AF,2011,2012
2011/2012,Brasil,4.3,repetencia,EF_1,2011,2012
2011/2012,Norte,4.8,repetencia,EF_1,2011,2012
2011/2012,Nordeste,6.5,repetencia,EF_1,2011,2012
2011/2012,Sudeste,3.5,repetencia,EF_1,2011,2012
2011/2012,Sul,1.8,repetencia,EF_1,2011,2012
2011/2012,Centro-Oeste,2.9,repetencia,EF_1,2011,2012
2011/2012,Rondônia,1.2,repetencia,EF_1,2011,2012
2011/2012,Acre,5.8,repetencia,EF_1,2011,2012
2011/2012,Amazonas,5.0,repetencia,EF_1,2011,2012
2011/2012,Roraima,2.6,repetencia,EF_1,2011,2012
2011/2012,Pará,5.7,repetencia,EF_1,2011,2012
2011/2012,Amapá,3.6,repetencia,EF_1,2011,2012
2011/2012,Tocantins,3.3,repetencia,EF_1,2011,2012
2011/2012,Maranhão,6.3,repetencia,EF_1,2011,2012
2011/2012,Piauí,10.9,repetencia,EF_1,2011,2012
2011/2012,Ceará,5.2,repetencia,EF_1,2011,2012
2011/2012,Rio Grande do Norte,5.0,repetencia,EF_1,2011,2012
2011/2012,Paraíba,9.5,repetencia,EF_1,2011,2012
2011/2012,Pernambuco,5.4,repetencia,EF_1,2011,2012
2011/2012,Alagoas,5.9,repetencia,EF_1,2011,2012
2011/2012,Sergipe,4.7,repetencia,EF_1,2011,2012
2011/2012,Bahia,6.9,repetencia,EF_1,2011,2012
2011/2012,Minas Gerais,2.0,repetencia,EF_1,2011,2012
2011/2012,Espírito Santo,2.8,repetencia,EF_1,2011,2012
2011/2012,Rio de Janeiro,10.2,repetencia,EF_1,2011,2012
2011/2012,São Paulo,1.5,repetencia,EF_1,2011,2012
2011/2012,Paraná,2.5,repetencia,EF_1,2011,2012
2011/2012,Santa Catarina,1.5,repetencia,EF_1,2011,2012
2011/2012,Rio Grande do Sul,1.2,repetencia,EF_1,2011,2012
2011/2012,Mato Grosso do Sul,2.8,repetencia,EF_1,2011,2012
2011/2012,Mato Grosso,2.1,repetencia,EF_1,2011,2012
2011/2012,Goiás,3.3,repetencia,EF_1,2011,2012
2011/2012,Distrito Federal,3.1,repetencia,EF_1,2011,2012
2011/2012,Brasil,8.7,repetencia,EF_2,2011,2012
2011/2012,Norte,13.3,repetencia,EF_2,2011,2012
2011/2012,Nordeste,10.9,repetencia,EF_2,2011,2012
2011/2012,Sudeste,4.8,repetencia,EF_2,2011,2012
2011/2012,Sul,8.9,repetencia,EF_2,2011,2012
2011/2012,Centro-Oeste,9.3,repetencia,EF_2,2011,2012
2011/2012,Rondônia,17.8,repetencia,EF_2,2011,2012
2011/2012,Acre,22.2,repetencia,EF_2,2011,2012
2011/2012,Amazonas,17.3,repetencia,EF_2,2011,2012
2011/2012,Roraima,8.9,repetencia,EF_2,2011,2012
2011/2012,Pará,10.2,repetencia,EF_2,2011,2012
2011/2012,Amapá,6.2,repetencia,EF_2,2011,2012
2011/2012,Tocantins,13.3,repetencia,EF_2,2011,2012
2011/2012,Maranhão,10.1,repetencia,EF_2,2011,2012
2011/2012,Piauí,16.3,repetencia,EF_2,2011,2012
2011/2012,Ceará,7.1,repetencia,EF_2,2011,2012
2011/2012,Rio Grande do Norte,5.5,repetencia,EF_2,2011,2012
2011/2012,Paraíba,14.4,repetencia,EF_2,2011,2012
2011/2012,Pernambuco,7.0,repetencia,EF_2,2011,2012
2011/2012,Alagoas,6.1,repetencia,EF_2,2011,2012
2011/2012,Sergipe,23.9,repetencia,EF_2,2011,2012
2011/2012,Bahia,13.3,repetencia,EF_2,2011,2012
2011/2012,Minas Gerais,3.4,repetencia,EF_2,2011,2012
2011/2012,Espírito Santo,5.2,repetencia,EF_2,2011,2012
2011/2012,Rio de Janeiro,10.0,repetencia,EF_2,2011,2012
2011/2012,São Paulo,3.1,repetencia,EF_2,2011,2012
2011/2012,Paraná,9.1,repetencia,EF_2,2011,2012
2011/2012,Santa Catarina,4.5,repetencia,EF_2,2011,2012
2011/2012,Rio Grande do Sul,10.9,repetencia,EF_2,2011,2012
2011/2012,Mato Grosso do Sul,20.6,repetencia,EF_2,2011,2012
2011/2012,Mato Grosso,5.0,repetencia,EF_2,2011,2012
2011/2012,Goiás,8.6,repetencia,EF_2,2011,2012
2011/2012,Distrito Federal,2.7,repetencia,EF_2,2011,2012
2011/2012,Brasil,13.2,repetencia,EF_3,2011,2012
2011/2012,Norte,18.1,repetencia,EF_3,2011,2012
2011/2012,Nordeste,17.6,repetencia,EF_3,2011,2012
2011/2012,Sudeste,9.0,repetencia,EF_3,2011,2012
2011/2012,Sul,9.3,repetencia,EF_3,2011,2012
2011/2012,Centro-Oeste,10.8,repetencia,EF_3,2011,2012
2011/2012,Rondônia,13.6,repetencia,EF_3,2011,2012
2011/2012,Acre,15.9,repetencia,EF_3,2011,2012
2011/2012,Amazonas,20.2,repetencia,EF_3,2011,2012
2011/2012,Roraima,9.0,repetencia,EF_3,2011,2012
2011/2012,Pará,19.4,repetencia,EF_3,2011,2012
2011/2012,Amapá,18.4,repetencia,EF_3,2011,2012
2011/2012,Tocantins,10.5,repetencia,EF_3,2011,2012
2011/2012,Maranhão,15.6,repetencia,EF_3,2011,2012
2011/2012,Piauí,18.5,repetencia,EF_3,2011,2012
2011/2012,Ceará,9.8,repetencia,EF_3,2011,2012
2011/2012,Rio Grande do Norte,7.8,repetencia,EF_3,2011,2012
2011/2012,Paraíba,15.2,repetencia,EF_3,2011,2012
2011/2012,Pernambuco,20.0,repetencia,EF_3,2011,2012
2011/2012,Alagoas,25.9,repetencia,EF_3,2011,2012
2011/2012,Sergipe,20.7,repetencia,EF_3,2011,2012
2011/2012,Bahia,21.3,repetencia,EF_3,2011,2012
2011/2012,Minas Gerais,7.3,repetencia,EF_3,2011,2012
2011/2012,Espírito Santo,14.9,repetencia,EF_3,2011,2012
2011/2012,Rio de Janeiro,15.2,repetencia,EF_3,2011,2012
2011/2012,São Paulo,6.0,repetencia,EF_3,2011,2012
2011/2012,Paraná,9.7,repetencia,EF_3,2011,2012
2011/2012,Santa Catarina,7.7,repetencia,EF_3,2011,2012
2011/2012,Rio Grande do Sul,9.8,repetencia,EF_3,2011,2012
2011/2012,Mato Grosso do Sul,14.4,repetencia,EF_3,2011,2012
2011/2012,Mato Grosso,6.8,repetencia,EF_3,2011,2012
2011/2012,Goiás,9.1,repetencia,EF_3,2011,2012
2011/2012,Distrito Federal,15.1,repetencia,EF_3,2011,2012
2011/2012,Brasil,9.0,repetencia,EF_4,2011,2012
2011/2012,Norte,13.8,repetencia,EF_4,2011,2012
2011/2012,Nordeste,13.5,repetencia,EF_4,2011,2012
2011/2012,Sudeste,4.6,repetencia,EF_4,2011,2012
2011/2012,Sul,5.9,repetencia,EF_4,2011,2012
2011/2012,Centro-Oeste,8.0,repetencia,EF_4,2011,2012
2011/2012,Rondônia,11.5,repetencia,EF_4,2011,2012
2011/2012,Acre,11.4,repetencia,EF_4,2011,2012
2011/2012,Amazonas,12.5,repetencia,EF_4,2011,2012
2011/2012,Roraima,7.8,repetencia,EF_4,2011,2012
2011/2012,Pará,15.9,repetencia,EF_4,2011,2012
2011/2012,Amapá,13.5,repetencia,EF_4,2011,2012
2011/2012,Tocantins,8.5,repetencia,EF_4,2011,2012
2011/2012,Maranhão,14.0,repetencia,EF_4,2011,2012
2011/2012,Piauí,14.4,repetencia,EF_4,2011,2012
2011/2012,Ceará,9.4,repetencia,EF_4,2011,2012
2011/2012,Rio Grande do Norte,26.7,repetencia,EF_4,2011,2012
2011/2012,Paraíba,13.0,repetencia,EF_4,2011,2012
2011/2012,Pernambuco,9.1,repetencia,EF_4,2011,2012
2011/2012,Alagoas,7.4,repetencia,EF_4,2011,2012
2011/2012,Sergipe,17.4,repetencia,EF_4,2011,2012
2011/2012,Bahia,15.5,repetencia,EF_4,2011,2012
2011/2012,Minas Gerais,3.2,repetencia,EF_4,2011,2012
2011/2012,Espírito Santo,9.9,repetencia,EF_4,2011,2012
2011/2012,Rio de Janeiro,10.3,repetencia,EF_4,2011,2012
2011/2012,São Paulo,2.5,repetencia,EF_4,2011,2012
2011/2012,Paraná,4.9,repetencia,EF_4,2011,2012
2011/2012,Santa Catarina,3.4,repetencia,EF_4,2011,2012
2011/2012,Rio Grande do Sul,8.2,repetencia,EF_4,2011,2012
2011/2012,Mato Grosso do Sul,10.7,repetencia,EF_4,2011,2012
2011/2012,Mato Grosso,4.1,repetencia,EF_4,2011,2012
2011/2012,Goiás,7.6,repetencia,EF_4,2011,2012
2011/2012,Distrito Federal,10.4,repetencia,EF_4,2011,2012
2011/2012,Brasil,8.9,repetencia,EF_5,2011,2012
2011/2012,Norte,11.5,repetencia,EF_5,2011,2012
2011/2012,Nordeste,13.2,repetencia,EF_5,2011,2012
2011/2012,Sudeste,5.8,repetencia,EF_5,2011,2012
2011/2012,Sul,6.1,repetencia,EF_5,2011,2012
2011/2012,Centro-Oeste,6.2,repetencia,EF_5,2011,2012
2011/2012,Rondônia,9.3,repetencia,EF_5,2011,2012
2011/2012,Acre,7.7,repetencia,EF_5,2011,2012
2011/2012,Amazonas,12.8,repetencia,EF_5,2011,2012
2011/2012,Roraima,6.4,repetencia,EF_5,2011,2012
2011/2012,Pará,12.5,repetencia,EF_5,2011,2012
2011/2012,Amapá,11.0,repetencia,EF_5,2011,2012
2011/2012,Tocantins,7.2,repetencia,EF_5,2011,2012
2011/2012,Maranhão,13.9,repetencia,EF_5,2011,2012
2011/2012,Piauí,13.0,repetencia,EF_5,2011,2012
2011/2012,Ceará,7.1,repetencia,EF_5,2011,2012
2011/2012,Rio Grande do Norte,18.2,repetencia,EF_5,2011,2012
2011/2012,Paraíba,10.8,repetencia,EF_5,2011,2012
2011/2012,Pernambuco,13.0,repetencia,EF_5,2011,2012
2011/2012,Alagoas,20.7,repetencia,EF_5,2011,2012
2011/2012,Sergipe,15.3,repetencia,EF_5,2011,2012
2011/2012,Bahia,13.5,repetencia,EF_5,2011,2012
2011/2012,Minas Gerais,4.2,repetencia,EF_5,2011,2012
2011/2012,Espírito Santo,6.7,repetencia,EF_5,2011,2012
2011/2012,Rio de Janeiro,8.2,repetencia,EF_5,2011,2012
2011/2012,São Paulo,5.6,repetencia,EF_5,2011,2012
2011/2012,Paraná,3.8,repetencia,EF_5,2011,2012
2011/2012,Santa Catarina,3.3,repetencia,EF_5,2011,2012
2011/2012,Rio Grande do Sul,11.1,repetencia,EF_5,2011,2012
2011/2012,Mato Grosso do Sul,9.0,repetencia,EF_5,2011,2012
2011/2012,Mato Grosso,3.9,repetencia,EF_5,2011,2012
2011/2012,Goiás,5.8,repetencia,EF_5,2011,2012
2011/2012,Distrito Federal,6.8,repetencia,EF_5,2011,2012
2011/2012,Brasil,15.6,repetencia,EF_6,2011,2012
2011/2012,Norte,16.3,repetencia,EF_6,2011,2012
2011/2012,Nordeste,21.2,repetencia,EF_6,2011,2012
2011/2012,Sudeste,10.7,repetencia,EF_6,2011,2012
2011/2012,Sul,16.3,repetencia,EF_6,2011,2012
2011/2012,Centro-Oeste,13.4,repetencia,EF_6,2011,2012
2011/2012,Rondônia,23.7,repetencia,EF_6,2011,2012
2011/2012,Acre,10.0,repetencia,EF_6,2011,2012
2011/2012,Amazonas,13.6,repetencia,EF_6,2011,2012
2011/2012,Roraima,14.1,repetencia,EF_6,2011,2012
2011/2012,Pará,17.2,repetencia,EF_6,2011,2012
2011/2012,Amapá,16.7,repetencia,EF_6,2011,2012
2011/2012,Tocantins,14.4,repetencia,EF_6,2011,2012
2011/2012,Maranhão,16.8,repetencia,EF_6,2011,2012
2011/2012,Piauí,20.1,repetencia,EF_6,2011,2012
2011/2012,Ceará,13.0,repetencia,EF_6,2011,2012
2011/2012,Rio Grande do Norte,29.3,repetencia,EF_6,2011,2012
2011/2012,Paraíba,23.4,repetencia,EF_6,2011,2012
2011/2012,Pernambuco,18.7,repetencia,EF_6,2011,2012
2011/2012,Alagoas,29.0,repetencia,EF_6,2011,2012
2011/2012,Sergipe,29.3,repetencia,EF_6,2011,2012
2011/2012,Bahia,23.8,repetencia,EF_6,2011,2012
2011/2012,Minas Gerais,14.2,repetencia,EF_6,2011,2012
2011/2012,Espírito Santo,18.0,repetencia,EF_6,2011,2012
2011/2012,Rio de Janeiro,19.3,repetencia,EF_6,2011,2012
2011/2012,São Paulo,4.2,repetencia,EF_6,2011,2012
2011/2012,Paraná,13.6,repetencia,EF_6,2011,2012
2011/2012,Santa Catarina,10.0,repetencia,EF_6,2011,2012
2011/2012,Rio Grande do Sul,20.7,repetencia,EF_6,2011,2012
2011/2012,Mato Grosso do Sul,21.5,repetencia,EF_6,2011,2012
2011/2012,Mato Grosso,6.7,repetencia,EF_6,2011,2012
2011/2012,Goiás,11.4,repetencia,EF_6,2011,2012
2011/2012,Distrito Federal,17.4,repetencia,EF_6,2011,2012
2011/2012,Brasil,12.3,repetencia,EF_7,2011,2012
2011/2012,Norte,13.1,repetencia,EF_7,2011,2012
2011/2012,Nordeste,16.6,repetencia,EF_7,2011,2012
2011/2012,Sudeste,9.0,repetencia,EF_7,2011,2012
2011/2012,Sul,12.4,repetencia,EF_7,2011,2012
2011/2012,Centro-Oeste,11.4,repetencia,EF_7,2011,2012
2011/2012,Rondônia,19.4,repetencia,EF_7,2011,2012
2011/2012,Acre,8.5,repetencia,EF_7,2011,2012
2011/2012,Amazonas,10.6,repetencia,EF_7,2011,2012
2011/2012,Roraima,12.0,repetencia,EF_7,2011,2012
2011/2012,Pará,13.7,repetencia,EF_7,2011,2012
2011/2012,Amapá,13.7,repetencia,EF_7,2011,2012
2011/2012,Tocantins,11.8,repetencia,EF_7,2011,2012
2011/2012,Maranhão,13.5,repetencia,EF_7,2011,2012
2011/2012,Piauí,15.5,repetencia,EF_7,2011,2012
2011/2012,Ceará,9.8,repetencia,EF_7,2011,2012
2011/2012,Rio Grande do Norte,21.4,repetencia,EF_7,2011,2012
2011/2012,Paraíba,17.3,repetencia,EF_7,2011,2012
2011/2012,Pernambuco,15.5,repetencia,EF_7,2011,2012
2011/2012,Alagoas,21.9,repetencia,EF_7,2011,2012
2011/2012,Sergipe,22.2,repetencia,EF_7,2011,2012
2011/2012,Bahia,19.5,repetencia,EF_7,2011,2012
2011/2012,Minas Gerais,11.7,repetencia,EF_7,2011,2012
2011/2012,Espírito Santo,16.1,repetencia,EF_7,2011,2012
2011/2012,Rio de Janeiro,15.7,repetencia,EF_7,2011,2012
2011/2012,São Paulo,4.7,repetencia,EF_7,2011,2012
2011/2012,Paraná,12.6,repetencia,EF_7,2011,2012
2011/2012,Santa Catarina,4.0,repetencia,EF_7,2011,2012
2011/2012,Rio Grande do Sul,18.3,repetencia,EF_7,2011,2012
2011/2012,Mato Grosso do Sul,18.2,repetencia,EF_7,2011,2012
2011/2012,Mato Grosso,3.3,repetencia,EF_7,2011,2012
2011/2012,Goiás,11.0,repetencia,EF_7,2011,2012
2011/2012,Distrito Federal,14.2,repetencia,EF_7,2011,2012
2011/2012,Brasil,9.7,repetencia,EF_8,2011,2012
2011/2012,Norte,9.6,repetencia,EF_8,2011,2012
2011/2012,Nordeste,11.7,repetencia,EF_8,2011,2012
2011/2012,Sudeste,7.7,repetencia,EF_8,2011,2012
2011/2012,Sul,11.5,repetencia,EF_8,2011,2012
2011/2012,Centro-Oeste,9.2,repetencia,EF_8,2011,2012
2011/2012,Rondônia,14.3,repetencia,EF_8,2011,2012
2011/2012,Acre,6.1,repetencia,EF_8,2011,2012
2011/2012,Amazonas,9.1,repetencia,EF_8,2011,2012
2011/2012,Roraima,10.0,repetencia,EF_8,2011,2012
2011/2012,Pará,9.0,repetencia,EF_8,2011,2012
2011/2012,Amapá,8.9,repetencia,EF_8,2011,2012
2011/2012,Tocantins,10.0,repetencia,EF_8,2011,2012
2011/2012,Maranhão,9.7,repetencia,EF_8,2011,2012
2011/2012,Piauí,9.7,repetencia,EF_8,2011,2012
2011/2012,Ceará,7.3,repetencia,EF_8,2011,2012
2011/2012,Rio Grande do Norte,10.9,repetencia,EF_8,2011,2012
2011/2012,Paraíba,11.7,repetencia,EF_8,2011,2012
2011/2012,Pernambuco,10.7,repetencia,EF_8,2011,2012
2011/2012,Alagoas,16.9,repetencia,EF_8,2011,2012
2011/2012,Sergipe,16.0,repetencia,EF_8,2011,2012
2011/2012,Bahia,14.8,repetencia,EF_8,2011,2012
2011/2012,Minas Gerais,10.4,repetencia,EF_8,2011,2012
2011/2012,Espírito Santo,12.9,repetencia,EF_8,2011,2012
2011/2012,Rio de Janeiro,10.8,repetencia,EF_8,2011,2012
2011/2012,São Paulo,5.0,repetencia,EF_8,2011,2012
2011/2012,Paraná,11.7,repetencia,EF_8,2011,2012
2011/2012,Santa Catarina,6.3,repetencia,EF_8,2011,2012
2011/2012,Rio Grande do Sul,14.7,repetencia,EF_8,2011,2012
2011/2012,Mato Grosso do Sul,14.1,repetencia,EF_8,2011,2012
2011/2012,Mato Grosso,3.0,repetencia,EF_8,2011,2012
2011/2012,Goiás,9.6,repetencia,EF_8,2011,2012
2011/2012,Distrito Federal,11.3,repetencia,EF_8,2011,2012
2011/2012,Brasil,9.8,repetencia,EF_9,2011,2012
2011/2012,Norte,9.4,repetencia,EF_9,2011,2012
2011/2012,Nordeste,10.9,repetencia,EF_9,2011,2012
2011/2012,Sudeste,9.5,repetencia,EF_9,2011,2012
2011/2012,Sul,8.6,repetencia,EF_9,2011,2012
