ano,trim,macroetapa,categoria,valor,freq,n
2019,2,EF finais,raca,Parda,1.0,16867
2019,2,EF finais,raca,Preta,1.0,2079
2019,2,EF iniciais,raca,Branca,1.0,12274
2019,2,EF iniciais,raca,Parda,1.0,20170
2019,2,EF iniciais,raca,Preta,1.0,2245
2019,2,EM,raca,Branca,1.0,6760
2019,2,EM,raca,Parda,1.0,10529
2019,2,EM,raca,Preta,1.0,1435
2019,3,EF finais,raca,Branca,1.0,9920
2019,3,EF finais,raca,Parda,1.0,16864
2019,3,EF finais,raca,Preta,1.0,2022
2019,3,EF iniciais,raca,Branca,1.0,12371
2019,3,EF iniciais,raca,Parda,1.0,20656
2019,3,EF iniciais,raca,Preta,1.0,2265
2019,3,EM,raca,Branca,1.0,6644
2019,3,EM,raca,Parda,1.0,10296
2019,3,EM,raca,Preta,1.0,1429
2019,4,EF finais,raca,Branca,1.0,9548
2019,4,EF finais,raca,Parda,1.0,16611
2019,4,EF finais,raca,Preta,1.0,2076
2019,4,EF iniciais,raca,Branca,1.0,11798
2019,4,EF iniciais,raca,Parda,1.0,20137
2019,4,EF iniciais,raca,Preta,1.0,2330
2019,4,EM,raca,Branca,1.0,6275
2019,4,EM,raca,Parda,1.0,9677
2019,4,EM,raca,Preta,1.0,1351
2020,1,EF finais,raca,Branca,1.0,8571
2020,1,EF finais,raca,Parda,1.0,14970
2020,1,EF finais,raca,Preta,1.0,1847
2020,1,EF iniciais,raca,Branca,1.0,10438
2020,1,EF iniciais,raca,Parda,1.0,17551
2020,1,EF iniciais,raca,Preta,1.0,1959
2020,1,EM,raca,Branca,1.0,6029
2020,1,EM,raca,Parda,1.0,9406
2020,1,EM,raca,Preta,1.0,1285
2020,2,EF finais,raca,Branca,1.0,6964
2020,2,EF finais,raca,Parda,1.0,11533
2020,2,EF finais,raca,Preta,1.0,1332
2020,2,EF iniciais,raca,Branca,1.0,8432
2020,2,EF iniciais,raca,Parda,1.0,13349
2020,2,EF iniciais,raca,Preta,1.0,1408
2020,2,EM,raca,Branca,1.0,4950
2020,2,EM,raca,Parda,1.0,7380
2020,2,EM,raca,Preta,1.0,940
2020,3,EF finais,raca,Branca,1.0,6862
2020,3,EF finais,raca,Parda,1.0,11532
2020,3,EF finais,raca,Preta,1.0,1264
2020,3,EF iniciais,raca,Branca,1.0,8324
2020,3,EF iniciais,raca,Parda,1.0,13614
2020,3,EF iniciais,raca,Preta,1.0,1328
2020,3,EM,raca,Branca,1.0,4803
2020,3,EM,raca,Parda,1.0,7288
2020,3,EM,raca,Preta,1.0,912
2020,4,EF finais,raca,Branca,1.0,6264
2020,4,EF finais,raca,Parda,1.0,10543
2020,4,EF finais,raca,Preta,1.0,1167
2020,4,EF iniciais,raca,Branca,1.0,7352
2020,4,EF iniciais,raca,Parda,1.0,12382
2020,4,EF iniciais,raca,Preta,1.0,1257
2020,4,EM,raca,Branca,1.0,4449
2020,4,EM,raca,Parda,1.0,6635
2020,4,EM,raca,Preta,1.0,860
2021,1,EF finais,raca,Branca,1.0,5977
2021,1,EF finais,raca,Parda,1.0,10298
2021,1,EF finais,raca,Preta,1.0,1144
2021,1,EF iniciais,raca,Branca,1.0,6668
2021,1,EF iniciais,raca,Parda,1.0,11007
2021,1,EF iniciais,raca,Preta,1.0,1191
2021,1,EM,raca,Branca,1.0,4349
2021,1,EM,raca,Parda,1.0,6674
2021,1,EM,raca,Preta,1.0,836
2021,2,EF finais,raca,Branca,1.0,6668
2021,2,EF finais,raca,Parda,1.0,10843
2021,2,EF finais,raca,Preta,1.0,1151
2021,2,EF iniciais,raca,Branca,1.0,7529
2021,2,EF iniciais,raca,Parda,1.0,11782
2021,2,EF iniciais,raca,Preta,1.0,1251
2021,2,EM,raca,Branca,1.0,4745
2021,2,EM,raca,Parda,1.0,7174
2021,2,EM,raca,Preta,1.0,911
2021,3,EF finais,raca,Branca,1.0,7872
2021,3,EF finais,raca,Parda,1.0,12863
2021,3,EF finais,raca,Preta,1.0,1497
2021,3,EF iniciais,raca,Branca,1.0,9013
2021,3,EF iniciais,raca,Parda,1.0,14074
2021,3,EF iniciais,raca,Preta,1.0,1587
2021,3,EM,raca,Branca,1.0,5398
2021,3,EM,raca,Parda,1.0,8336
2021,3,EM,raca,Preta,1.0,1157
2021,4,EF finais,raca,Branca,1.0,8314
2021,4,EF finais,raca,Parda,1.0,13598
2021,4,EF finais,raca,Preta,1.0,1709
2021,4,EF iniciais,raca,Branca,1.0,9730
2021,4,EF iniciais,raca,Parda,1.0,15133
2021,4,EF iniciais,raca,Preta,1.0,1850
2021,4,EM,raca,Branca,1.0,5599
2021,4,EM,raca,Parda,1.0,8449
2021,4,EM,raca,Preta,1.0,1262
2022,1,EF finais,raca,Branca,1.0,8438
2022,1,EF finais,raca,Parda,1.0,14058
2022,1,EF finais,raca,Preta,1.0,1847
2022,1,EF iniciais,raca,Branca,1.0,9988
2022,1,EF iniciais,raca,Parda,1.0,14878
2022,1,EF iniciais,raca,Preta,1.0,1869
2022,1,EM,raca,Branca,1.0,6123
2022,1,EM,raca,Parda,1.0,9230
2022,1,EM,raca,Preta,1.0,1344
2022,2,EF finais,raca,Branca,1.0,8656
2022,2,EF finais,raca,Parda,1.0,14130
2022,2,EF finais,raca,Preta,1.0,1860
2022,2,EF iniciais,raca,Branca,1.0,10393
2022,2,EF iniciais,raca,Parda,1.0,15242
2022,2,EF iniciais,raca,Preta,1.0,1939
2022,2,EM,raca,Branca,1.0,6176
2022,2,EM,raca,Parda,1.0,9083
2022,2,EM,raca,Preta,1.0,1406
2022,3,EF finais,raca,Branca,1.0,8735
2022,3,EF finais,raca,Parda,1.0,14151
2022,3,EF finais,raca,Preta,1.0,1925
2022,3,EF iniciais,raca,Branca,1.0,10691
2022,3,EF iniciais,raca,Parda,1.0,15836
2022,3,EF iniciais,raca,Preta,1.0,2011
2022,3,EM,raca,Branca,1.0,6130
2022,3,EM,raca,Parda,1.0,8876
2022,3,EM,raca,Preta,1.0,1384
2022,4,EF finais,raca,Branca,1.0,8523
2022,4,EF finais,raca,Parda,1.0,13785
2022,4,EF finais,raca,Preta,1.0,1953
2022,4,EF iniciais,raca,Branca,1.0,10355
2022,4,EF iniciais,raca,Parda,1.0,15599
2022,4,EF iniciais,raca,Preta,1.0,2021
2022,4,EM,raca,Branca,1.0,5824
2022,4,EM,raca,Parda,1.0,8470
2022,4,EM,raca,Preta,1.0,1412
2023,1,EF finais,raca,Branca,1.0,8454
2023,1,EF finais,raca,Parda,1.0,13555
2023,1,EF finais,raca,Preta,1.0,1879
2023,1,EF iniciais,raca,Branca,1.0,9953
2023,1,EF iniciais,raca,Parda,1.0,14940
2023,1,EF iniciais,raca,Preta,1.0,1937
2023,1,EM,raca,Branca,1.0,6025
2023,1,EM,raca,Parda,1.0,8969
2023,1,EM,raca,Preta,1.0,1486
2023,2,EF finais,raca,Branca,1.0,8512
2023,2,EF finais,raca,Parda,1.0,13480
2023,2,EF finais,raca,Preta,1.0,1822
2023,2,EF iniciais,raca,Branca,1.0,10056
2023,2,EF iniciais,raca,Parda,1.0,15143
2023,2,EF iniciais,raca,Preta,1.0,1999
2023,2,EM,raca,Branca,1.0,5858
2023,2,EM,raca,Parda,1.0,8748
2023,2,EM,raca,Preta,1.0,1383
2023,3,EF finais,raca,Branca,1.0,8452
2023,3,EF finais,raca,Parda,1.0,13557
2023,3,EF finais,raca,Preta,1.0,1926
2023,3,EF iniciais,raca,Branca,1.0,10309
2023,3,EF iniciais,raca,Parda,1.0,15766
2023,3,EF iniciais,raca,Preta,1.0,2121
2023,3,EM,raca,Branca,1.0,5731
2023,3,EM,raca,Parda,1.0,8670
2023,3,EM,raca,Preta,1.0,1355
2023,4,EF finais,raca,Branca,1.0,8356
2023,4,EF finais,raca,Parda,1.0,13561
2023,4,EF finais,raca,Preta,1.0,1957
2023,4,EF iniciais,raca,Branca,1.0,10128
2023,4,EF iniciais,raca,Parda,1.0,15884
2023,4,EF iniciais,raca,Preta,1.0,2132
2023,4,EM,raca,Branca,1.0,5580
2023,4,EM,raca,Parda,1.0,8425
2023,4,EM,raca,Preta,1.0,1360
2024,1,EF finais,raca,Branca,1.0,8558
2024,1,EF finais,raca,Parda,1.0,13733
2024,1,EF finais,raca,Preta,1.0,1946
2024,1,EF iniciais,raca,Branca,1.0,10390
2024,1,EF iniciais,raca,Parda,1.0,15701
2024,1,EF iniciais,raca,Preta,1.0,2131
2024,1,EM,raca,Branca,1.0,6015
2024,1,EM,raca,Parda,1.0,9164
2024,1,EM,raca,Preta,1.0,1442
2024,2,EF finais,raca,Branca,1.0,8541
2024,2,EF finais,raca,Parda,1.0,13813
2024,2,EF finais,raca,Preta,1.0,1942
2024,2,EF iniciais,raca,Branca,1.0,10570
2024,2,EF iniciais,raca,Parda,1.0,16054
2024,2,EF iniciais,raca,Preta,1.0,2172
2024,2,EM,raca,Branca,1.0,6082
2024,2,EM,raca,Parda,1.0,8990
2024,2,EM,raca,Preta,1.0,1447
2024,3,EF finais,raca,Branca,1.0,8473
2024,3,EF finais,raca,Parda,1.0,13557
2024,3,EF finais,raca,Preta,1.0,1956
2024,3,EF iniciais,raca,Branca,1.0,10692
2024,3,EF iniciais,raca,Parda,1.0,16264
2024,3,EF iniciais,raca,Preta,1.0,2215
2024,3,EM,raca,Branca,1.0,6145
2024,3,EM,raca,Parda,1.0,8856
2024,3,EM,raca,Preta,1.0,1497
2024,4,EF finais,raca,Branca,1.0,6471
2024,4,EF finais,raca,Parda,1.0,10250
2024,4,EF finais,raca,Preta,1.0,1382
2024,4,EF iniciais,raca,Branca,1.0,8236
2024,4,EF iniciais,raca,Parda,1.0,12422
2024,4,EF iniciais,raca,Preta,1.0,1668
2024,4,EM,raca,Branca,1.0,4583
2024,4,EM,raca,Parda,1.0,6547
2024,4,EM,raca,Preta,1.0,1044
