ano,idade,categoria,valor,ef,em,sup,n
2017,16,raca,Branca,0.8134228063458403,0.014101830072853289,0.0,13269
2017,17,raca,Branca,0.8734849464816471,0.20204940884069575,0.0,13625
2017,18,raca,Branca,0.9090557733875093,0.5655745448371976,0.0011400365031508791,13159
2017,19,raca,Branca,0.9089490992605027,0.6754798714476844,0.005000762485949767,12842
2017,20,raca,Branca,0.9187087941484389,0.7363042081024898,0.014679122849276768,12862
2017,21,raca,Branca,0.9100485720670173,0.7394123126522356,0.03581341825841831,12599
2017,22,raca,Branca,0.9113411668614255,0.7495834308913455,0.08831488114750895,12789
2017,23,raca,Branca,0.9083701847078628,0.7471801266317973,0.13720037028225746,12496
2017,24,raca,Branca,0.9032377265310758,0.7571314272020786,0.19554191251637873,11988
2017,25,raca,Branca,0.9061053636669079,0.7656583405516628,0.2302144222296145,12437
2017,26,raca,Branca,0.9001000617315781,0.765516500820448,0.2669696767128841,12120
2017,27,raca,Branca,0.9043592521971345,0.7655672596535127,0.2811807222974956,12310
2017,28,raca,Branca,0.8956311483815256,0.7611954345599493,0.280192022397341,12414
2017,29,raca,Branca,0.8946313950106703,0.763173187786321,0.3004939556921571,11998
2019,14,raca,Branca,0.15862619819420964,0.0,0.0,11549
2019,15,raca,Branca,0.6303933475228899,0.0,0.0,11616
2019,16,raca,Branca,0.8276156477768791,0.010866230379524824,0.0,11286
2019,17,raca,Branca,0.8910716349961166,0.1782995291053888,0.0,11352
2019,18,raca,Branca,0.9203033924522548,0.5545442197101593,0.0013666507660946307,11684
2019,19,raca,Branca,0.9340341701987206,0.7259913473549189,0.004129414048351255,12134
2019,20,raca,Branca,0.9301142838967318,0.774776668609164,0.014442444957768667,11560
2019,21,raca,Branca,0.9280199550618844,0.7831811165421287,0.03859087825982796,11224
2019,22,raca,Branca,0.9299304091676774,0.7881076791839952,0.09813921448384372,11637
2019,23,raca,Branca,0.9208200562277341,0.7881362377263942,0.15963846663150877,11623
2019,24,raca,Branca,0.9234359128982592,0.7891904634312791,0.2115884307005116,11685
2019,25,raca,Branca,0.9148739867682504,0.7818501843082308,0.24450785096616415,11203
2019,26,raca,Branca,0.907976215268004,0.7651294214440485,0.26463574038860843,11056
2019,27,raca,Branca,0.9220241550857285,0.809667215091674,0.3087200030228156,10863
2019,28,raca,Branca,0.9067508359139733,0.787031522407957,0.32304739694553897,11172
2019,29,raca,Branca,0.9111958156566135,0.7788816990008768,0.32196300744479217,10996
2021,14,raca,Branca,0.11343582206092567,0.0,0.0,8127
2021,15,raca,Branca,0.5861466122801865,0.0,0.0,8492
2021,16,raca,Branca,0.833573821323377,0.0056060191750109305,0.0,8480
2021,17,raca,Branca,0.9105273822824042,0.13360736856572822,0.0,8172
2021,18,raca,Branca,0.9294350365457982,0.5430717006927434,0.008648746788061469,8479
2021,19,raca,Branca,0.9422210127763107,0.7243846270690417,0.007078969029315805,7944
2021,20,raca,Branca,0.9423580851278108,0.7896950967003571,0.013026670696631645,8138
2021,21,raca,Branca,0.9435535801638384,0.8134037907161735,0.036988146734947665,8552
2021,22,raca,Branca,0.9325243657741623,0.8022963261857041,0.08533741434045333,8099
2021,23,raca,Branca,0.9322936641225017,0.819677397292126,0.16771884125326805,7865
2021,24,raca,Branca,0.9395128558586876,0.8245035955324596,0.25478379838223536,7868
2021,25,raca,Branca,0.9216510035875053,0.7858305385517278,0.2556400384264547,7955
2021,26,raca,Branca,0.9208413327923625,0.7975912342596839,0.29704893356222645,7671
2021,27,raca,Branca,0.9223841518730477,0.7909765620887499,0.32781852174322373,7471
2021,28,raca,Branca,0.918250602139234,0.8132743843661969,0.3363848514453293,7483
2021,29,raca,Branca,0.9215473973016656,0.8133718627247568,0.3396635439223243,7176
2023,14,raca,Branca,0.11132015622641535,0.0,0.0,9269
2023,15,raca,Branca,0.6029958526173417,0.0,0.0,9482
2023,16,raca,Branca,0.8663744750810263,0.006568660239982225,0.0,9353
2023,17,raca,Branca,0.9246539487057223,0.11129124925606959,0.0,9672
2023,18,raca,Branca,0.9488727442459894,0.5487937206233693,0.0035417732225974594,9686
2023,19,raca,Branca,0.9495895425961107,0.7600484137359111,0.005041087314857128,9018
2023,20,raca,Branca,0.9482626014508069,0.7989679978899354,0.019626164627622896,9140
2023,21,raca,Branca,0.9463006414658481,0.8177800194479958,0.04187573974217981,9113
2023,22,raca,Branca,0.9463674795080803,0.8299633634721361,0.08246002512038049,9431
2023,23,raca,Branca,0.9529948735284197,0.828137183635323,0.16242360074761797,9720
2023,24,raca,Branca,0.9440547092672342,0.8239982619955102,0.2302684590082972,8985
2023,25,raca,Branca,0.9373353590493965,0.8210893222327921,0.2699383183631785,9234
2023,26,raca,Branca,0.93859162889207,0.8147467283282105,0.2986286965910592,9144
2023,27,raca,Branca,0.934996368162455,0.8275362524517522,0.3242490012804223,9186
2023,28,raca,Branca,0.9331122146766482,0.8192225602085247,0.34158071374014326,9255
2023,29,raca,Branca,0.926975950352763,0.8239818053166853,0.3408343640844602,8931
2025,14,raca,Branca,0.13301943363298788,0.0,0.0,9559
2025,15,raca,Branca,0.6798302529603552,0.0,0.0,9734
2025,16,raca,Branca,0.8983855623504594,0.006026065714894639,0.0,9508
2025,17,raca,Branca,0.9396282054384468,0.10910896330526788,0.0,9613
2025,18,raca,Branca,0.960169952696584,0.5929594684083574,0.003983431863934158,9419
2025,19,raca,Branca,0.9602657868583805,0.7994709222392296,0.00950694558289939,9179
2025,20,raca,Branca,0.9622445054010147,0.8361559615643623,0.020098628846061575,9080
2025,21,raca,Branca,0.964856850782846,0.860405680093002,0.03368133137902278,8440
2025,22,raca,Branca,0.9520049847842452,0.8486975076390182,0.09827932980615299,8496
2025,23,raca,Branca,0.9483750971200811,0.8520702440369352,0.1624129418048129,8506
2025,24,raca,Branca,0.9489931731881744,0.8590693678326832,0.24978019407509428,9013
2025,25,raca,Branca,0.9450248075912092,0.8547314333328898,0.27980585622303994,9369
2025,26,raca,Branca,0.9407140797900287,0.854089529970406,0.3343867830232039,8889
2025,27,raca,Branca,0.9415961782435657,0.8438572248219743,0.3470351881936166,9014
2025,28,raca,Branca,0.9405265739153211,0.848310949883222,0.3709492237216446,9233
2025,29,raca,Branca,0.9406364661366151,0.8552495867421123,0.3885515119621226,9462
2015,14,raca,Indigena,0.10265890038597711,0.0,0.0,101
2015,15,raca,Indigena,0.5227582590149564,0.0,0.0,102
2015,16,raca,Indigena,0.5802827119576023,0.0,0.0,106
2015,17,raca,Indigena,0.6629145732558223,0.0628652600610732,0.0,93
2015,18,raca,Indigena,0.7220460728970268,0.25260097586596514,0.0,115
2015,19,raca,Indigena,0.7353606259261048,0.32731097653279734,0.0,132
2015,20,raca,Indigena,0.806759782556733,0.5167106946876947,0.0,100
2015,21,raca,Indigena,0.5328083353604804,0.37458337639757455,0.0,82
2015,22,raca,Indigena,0.8165424434498793,0.6159845232425177,0.0,95
2015,23,raca,Indigena,0.8485157454794372,0.5987017533095388,0.14243778300795576,56
2015,24,raca,Indigena,0.7530846410771722,0.505031365433398,0.05197466810890023,75
2015,25,raca,Indigena,0.7593474799861878,0.5096707619603482,0.054037341594526396,74
2015,26,raca,Indigena,0.781314183450662,0.6748867169445542,0.1474387263874334,77
2015,27,raca,Indigena,0.8109042777439134,0.6516364956229467,0.02364281670263203,101
2015,28,raca,Indigena,0.6534792621794149,0.5620328069326,0.021376238034731966,78
2015,29,raca,Indigena,0.7575722305206204,0.5582498859608596,0.13363285062220823,97
2017,14,raca,Indigena,0.08748178298796701,0.0,0.0,134
2017,15,raca,Indigena,0.3862832778031389,0.0,0.0,156
2017,16,raca,Indigena,0.6131828365634443,0.0004329037193890418,0.0,149
2017,17,raca,Indigena,0.6953577150618795,0.09396807840008287,0.0,169
2017,18,raca,Indigena,0.8899547490835291,0.3017340502463079,0.0,162
2017,19,raca,Indigena,0.7831305874628273,0.338832435787579,0.0,157
2017,20,raca,Indigena,0.7768542904971372,0.3950508112045891,0.0,170
2017,21,raca,Indigena,0.8387146294197718,0.5879225779019149,0.02277578578767607,162
2017,22,raca,Indigena,0.7770668159654365,0.4970679144063203,0.0014294379813614515,154
2017,23,raca,Indigena,0.7957517203289528,0.4136475055416527,0.009775163232097258,151
2017,24,raca,Indigena,0.8319873890681471,0.45817497846842775,0.042829176392736514,117
2017,25,raca,Indigena,0.7825400830802454,0.5633751671064976,0.05663206125837061,124
2017,26,raca,Indigena,0.7585852374722258,0.5375668021668341,0.1321462368616984,130
2017,27,raca,Indigena,0.8754951023626336,0.5756655597589639,0.19956991584663178,113
2017,28,raca,Indigena,0.8051629158696169,0.6163505901102065,0.12066011516421335,133
2017,29,raca,Indigena,0.78725376073468,0.5470116138262423,0.0588345305061419,136
2019,14,raca,Indigena,0.09542069201640697,0.0,0.0,182
2019,15,raca,Indigena,0.4746187648374538,0.0,0.0,186
2019,16,raca,Indigena,0.5438884967246993,0.008958817492045244,0.0,186
2019,17,raca,Indigena,0.7541323813079768,0.039305508210392304,0.0,210
2019,18,raca,Indigena,0.8838694306309878,0.3793556667733367,0.0,177
2019,19,raca,Indigena,0.7946521467463632,0.2969024870535715,0.0,193
2019,20,raca,Indigena,0.8630729593267163,0.4985067740186481,0.017031373027157192,169
2019,21,raca,Indigena,0.8282467970459315,0.5130287250195701,0.0052116343185702844,152
2019,22,raca,Indigena,0.8114715758472273,0.5109685879816654,0.04275564386639197,150
2019,23,raca,Indigena,0.8631696380236608,0.6560661376205853,0.039861466372743716,154
2019,24,raca,Indigena,0.6887606700477925,0.5064938622644268,0.10221630134426382,185
2019,25,raca,Indigena,0.8259179285147912,0.659832166542071,0.14395355081730232,171
2019,26,raca,Indigena,0.8333058546762819,0.5864392248373489,0.07827498921959819,163
2019,27,raca,Indigena,0.7856981840819987,0.5869202738702183,0.21032720726400067,151
2019,28,raca,Indigena,0.8006912432677108,0.6032927685928794,0.09886559456684174,172
2019,29,raca,Indigena,0.7925360121529326,0.4776643835526372,0.08823685810744075,165
2021,14,raca,Indigena,0.01643558832396376,0.0,0.0,101
2021,15,raca,Indigena,0.37926911211261277,0.0,0.0,114
2021,16,raca,Indigena,0.7107870452112893,0.0,0.0,120
2021,17,raca,Indigena,0.6805492175256296,0.03995790651015089,0.0,131
2021,18,raca,Indigena,0.7428388274858414,0.2629588169580574,0.0,91
2021,19,raca,Indigena,0.8328468853101824,0.4260442372055011,0.0,110
2021,20,raca,Indigena,0.7887847666312149,0.5701276467706466,0.0,118
2021,21,raca,Indigena,0.865702680875557,0.5021340068297686,0.005063773600177746,130
2021,22,raca,Indigena,0.7450224791234862,0.49087836570064247,0.014421227629257174,129
2021,23,raca,Indigena,0.7153342657282654,0.5747838710153534,0.0041169801760944195,98
2021,24,raca,Indigena,0.8576755579226623,0.6375567179742349,0.010844301330774637,114
2021,25,raca,Indigena,0.8012218657792831,0.5602040858622737,0.19043287511319817,115
2021,26,raca,Indigena,0.8200658116561234,0.6444459084874236,0.13714809390345165,98
2021,27,raca,Indigena,0.8118789595973079,0.6645086657278879,0.09516298343274461,110
2021,28,raca,Indigena,0.9564341223937932,0.7351356485702765,0.0852935853265729,109
2021,29,raca,Indigena,0.8910402009931357,0.7339227161753509,0.12947340123153442,92
2023,14,raca,Indigena,0.10848788492424871,0.0,0.0,153
2023,15,raca,Indigena,0.5993762588778992,0.0,0.0,164
2023,16,raca,Indigena,0.7685173240628959,0.0,0.0,166
2023,17,raca,Indigena,0.8583897881740981,0.09324107418027149,0.0,187
2023,18,raca,Indigena,0.8838697380213155,0.33812065482488834,0.0,176
2023,19,raca,Indigena,0.9503512506852627,0.5846643081390447,0.0,137
2023,20,raca,Indigena,0.9208680312778534,0.6435953318605429,0.0013162006793952534,158
2023,21,raca,Indigena,0.8840018756334539,0.5192546725389173,0.0015737286417916842,145
2023,22,raca,Indigena,0.8007686326604485,0.6359215433542282,0.0,199
2023,23,raca,Indigena,0.8695542101150698,0.5853911248228798,0.018694735653617355,182
2023,24,raca,Indigena,0.787241607307428,0.5615114522395096,0.02759210191631352,142
2023,25,raca,Indigena,0.7958911050316567,0.6415546342051335,0.05662939420850134,183
2023,26,raca,Indigena,0.8295341498472867,0.5520983602983405,0.15276679015050942,172
2023,27,raca,Indigena,0.8111482289585662,0.6460481087313281,0.08869874181716013,148
2023,28,raca,Indigena,0.900468122512453,0.7363908902481632,0.2514697031761731,167
2023,29,raca,Indigena,0.9084341856253507,0.7226563383133409,0.060788175088240796,164
2025,14,raca,Indigena,0.08086072139257364,0.0,0.0,173
2025,15,raca,Indigena,0.5123030048229492,0.0,0.0,166
2025,16,raca,Indigena,0.7680491053477966,0.005700698284261336,0.0,208
2025,17,raca,Indigena,0.8708890994879805,0.06780048745795696,0.0,192
2025,18,raca,Indigena,0.8863413311905219,0.3763760522473969,0.03734272816272675,202
2025,19,raca,Indigena,0.9330421643043673,0.6840326117562939,0.02580232576172963,150
2025,20,raca,Indigena,0.8987981911851186,0.7300850481673582,0.00022517009621366484,165
2025,21,raca,Indigena,0.87620572260272,0.6632758917385679,0.006132329643221095,175
2025,22,raca,Indigena,0.8844390498769671,0.7851028924183727,0.045202818809177155,174
2025,23,raca,Indigena,0.9176619454329767,0.8158927003178027,0.054799389875798944,182
2025,24,raca,Indigena,0.925341812228934,0.8543887799708886,0.037359112732317394,151
2025,25,raca,Indigena,0.8514459450995195,0.6755546132736377,0.08685356553188193,207
2025,26,raca,Indigena,0.8716086500046549,0.7610923966898088,0.06389948145569835,173
2025,27,raca,Indigena,0.8387855150454347,0.7368151593547457,0.08195307762278108,146
2025,28,raca,Indigena,0.9043302096653417,0.8353924367558571,0.1387096599075329,156
2025,29,raca,Indigena,0.7462470249104131,0.6796472917046797,0.1388238391810066,149
2015,14,raca,Parda,0.15835619501345244,0.0,0.0,24421
2015,15,raca,Parda,0.4779935829447236,0.0,0.0,25716
2015,16,raca,Parda,0.6614725789124155,0.015311745601592024,0.0,24377
2015,17,raca,Parda,0.7420278515728833,0.12947245758242532,0.0,23592
2015,18,raca,Parda,0.7859419960505611,0.3444079413719391,0.00043782568660275716,23195
2015,19,raca,Parda,0.80660479243789,0.4646721243954569,0.0019579726509819746,21479
2015,20,raca,Parda,0.8093085255615606,0.5330065877010454,0.003513749207913361,21257
2015,21,raca,Parda,0.8071715268567563,0.554571989134962,0.018061911316719394,19369
2015,22,raca,Parda,0.8032270782942331,0.5704492902417821,0.03414851797292481,18924
2015,23,raca,Parda,0.7993624583708228,0.5802012094769211,0.05428544846986819,17988
2015,24,raca,Parda,0.7942729387907088,0.5784941416842742,0.07141827070987093,17500
2015,25,raca,Parda,0.7837415890057394,0.5774689939848489,0.08235974029832994,17874
2015,26,raca,Parda,0.778937638294387,0.5699959622188495,0.0866413211588917,17839
2015,27,raca,Parda,0.7591503440437495,0.5559522127694387,0.10045403005089208,18030
2015,28,raca,Parda,0.7529627995538075,0.5483389316762242,0.10226751487768393,18165
2015,29,raca,Parda,0.7486421005043818,0.552006522314893,0.10403017116568986,18361
2017,14,raca,Parda,0.1437738298155512,0.0,0.0,22276
2017,15,raca,Parda,0.4954544274933331,0.0,0.0,22598
2017,16,raca,Parda,0.6862459172158801,0.013045315751815011,0.0,23335
2017,17,raca,Parda,0.7704990415645128,0.13602729603879649,0.0,23388
2017,18,raca,Parda,0.8257535889418453,0.3930575746180569,0.0014759423001557892,22515
2017,19,raca,Parda,0.8319090578382919,0.5184837254391363,0.0022126484419288245,21158
2017,20,raca,Parda,0.8369842503128223,0.5719910703996038,0.006500878479194532,20906
2017,21,raca,Parda,0.8229660627877157,0.575298455102574,0.016889666050140584,19909
2017,22,raca,Parda,0.8301194219157904,0.6130913676411396,0.03722887531042489,19861
2017,23,raca,Parda,0.8216748875222462,0.5985657091379957,0.0582171191688354,18867
2017,24,raca,Parda,0.8178555710403544,0.6170107294328662,0.07959876354729567,17758
2017,25,raca,Parda,0.8022874843921642,0.6072683728778362,0.09159213844486158,17760
2017,26,raca,Parda,0.8029486246511451,0.6127348258339089,0.10918847456553468,16924
2017,27,raca,Parda,0.7892613971327638,0.587039502978199,0.11393394137101279,17206
2017,28,raca,Parda,0.7881127972268374,0.5924073749409621,0.11228611550934454,17794
2017,29,raca,Parda,0.7723076352247148,0.5762135928502005,0.12495600149910463,17250
2019,14,raca,Parda,0.11714292160142217,0.0,0.0,20159
2019,15,raca,Parda,0.510662458924361,0.0,0.0,20212
2019,16,raca,Parda,0.7236567060669905,0.009360974146522587,0.0,20500
2019,17,raca,Parda,0.8081977729316879,0.13080800765494996,0.0,20177
2019,18,raca,Parda,0.8545867911261379,0.4146178115722201,0.0009435341835869758,20766
2019,19,raca,Parda,0.8618081946254219,0.5603017701578895,0.00278542949636314,20289
2019,20,raca,Parda,0.8576321166847549,0.6178285242606791,0.008909466250019668,18776
2019,21,raca,Parda,0.8564714485129116,0.6357545368062035,0.019546941867957253,18070
2019,22,raca,Parda,0.8614859861043271,0.6476748343201946,0.049173626152689866,18433
2019,23,raca,Parda,0.8530470624995754,0.6491288312572215,0.07824687389249771,18173
2019,24,raca,Parda,0.8411585744368333,0.6401304883895091,0.09635048718928219,17263
2019,25,raca,Parda,0.8248662330060571,0.6282334380446607,0.11285883553559481,16831
2019,26,raca,Parda,0.8201482166525653,0.6188101527531992,0.11215950025030394,16633
2019,27,raca,Parda,0.8131875124881054,0.6234258973452194,0.1329332165981054,16027
2019,28,raca,Parda,0.8094337181053634,0.6240184555256268,0.14477956560494115,15835
2019,29,raca,Parda,0.8110995365965517,0.627222433400907,0.1461033304647093,15954
2021,14,raca,Parda,0.08693925493885665,0.0,0.0,13758
2021,15,raca,Parda,0.4738634979259426,0.0,0.0,13873
2021,16,raca,Parda,0.7409847409774153,0.006600107037993271,0.0,13856
2021,17,raca,Parda,0.8266837246505266,0.07828308242049092,0.0,13630
2021,18,raca,Parda,0.8749009136767671,0.39604293363224147,0.0020203309405451963,13641
2021,19,raca,Parda,0.8859741304112457,0.5662743140537755,0.00510271348219595,12948
2021,20,raca,Parda,0.8840829581808543,0.6617459874409904,0.009289681657404042,13110
2021,21,raca,Parda,0.8834114305905634,0.6839285772923536,0.01732871831424587,13077
2021,22,raca,Parda,0.8801917157498398,0.6855088873156719,0.04653506233377689,11921
2021,23,raca,Parda,0.8709435874604826,0.6841959323435297,0.07253536171816266,12026
2021,24,raca,Parda,0.8683231396015053,0.6880064722945037,0.10852830980435982,11597
2021,25,raca,Parda,0.857683818814377,0.6559192088210771,0.11250851584031364,11936
2021,26,raca,Parda,0.8454788106676538,0.6536607851816778,0.13725049395411754,11436
2021,27,raca,Parda,0.8501780795259358,0.6667708001319197,0.15192443082042925,10849
2021,28,raca,Parda,0.8345647662783598,0.6372707838883798,0.15188651096000821,10973
2021,29,raca,Parda,0.8261124966310416,0.6524016670849868,0.1579887651588247,10297
2023,14,raca,Parda,0.09368187322077334,0.0,0.0,15432
2023,15,raca,Parda,0.5025739034577271,0.0,0.0,15733
2023,16,raca,Parda,0.7804786980832982,0.004496442648740223,0.0,16015
2023,17,raca,Parda,0.8704276683248637,0.08034806306882875,0.0,15788
2023,18,raca,Parda,0.8980008806097787,0.4200200223166591,0.0006208644150863657,15397
2023,19,raca,Parda,0.9081462205797176,0.6323828312054237,0.0035954799867315666,14033
2023,20,raca,Parda,0.8928667856076321,0.6828335792724336,0.008010737832301301,13982
2023,21,raca,Parda,0.8998700882365595,0.701869912664629,0.0197059266512782,13486
2023,22,raca,Parda,0.8862662325858053,0.7000678773433424,0.042151386769264304,14001
2023,23,raca,Parda,0.883174548667491,0.6976975598670582,0.07057288806607007,14403
2023,24,raca,Parda,0.8786291784464141,0.7188874007468985,0.10434957531194307,13282
2023,25,raca,Parda,0.8803524445127086,0.6971064420042183,0.11950026373642361,13550
2023,26,raca,Parda,0.8630895958808864,0.6909684871702302,0.1378035702185667,13359
2023,27,raca,Parda,0.8655696892877978,0.6856288100941178,0.14367056609761117,13506
2023,28,raca,Parda,0.8559782120182408,0.6849762911286731,0.16386971396245448,13401
2023,29,raca,Parda,0.8532486256660555,0.6831696433515152,0.17725955428609455,12772
2025,14,raca,Parda,0.10389170011071236,0.0,0.0,15132
2025,15,raca,Parda,0.5900737197883629,0.0,0.0,15196
2025,16,raca,Parda,0.8337066633120532,0.004615013830377335,0.0,15329
2025,17,raca,Parda,0.9014387103937386,0.0858493326154817,0.0,14990
2025,18,raca,Parda,0.9323715104130805,0.49791185272753585,0.0027433817865740798,15139
2025,19,raca,Parda,0.9321367633438999,0.6790665793869203,0.004841996226051257,13582
2025,20,raca,Parda,0.9266197043563507,0.74292454816033,0.011406520707463423,13493
2025,21,raca,Parda,0.9208269518584002,0.7437899965912897,0.021035291645399936,12808
2025,22,raca,Parda,0.9122108726439636,0.7545929285124796,0.046046171928991055,12798
2025,23,raca,Parda,0.9026436876749012,0.7311907470417062,0.07138357397982747,12923
2025,24,raca,Parda,0.9045374499444279,0.7444583707394526,0.11713854091627704,13303
2025,25,raca,Parda,0.8951248069846492,0.7392529337551225,0.12681182135732602,13916
2025,26,raca,Parda,0.8830045882631944,0.7214666843098807,0.16328666604143177,12836
2025,27,raca,Parda,0.8817569554296742,0.7254241727667268,0.17343920886803788,13498
2025,28,raca,Parda,0.8669720421843929,0.7143766316657498,0.16972436949954203,13731
2025,29,raca,Parda,0.8667578075490556,0.7024801525056056,0.1717022249090659,13629
2015,14,raca,Preta,0.1383218991203915,0.0,0.0,2285
2015,15,raca,Preta,0.442892272215163,0.0,0.0,2522
2015,16,raca,Preta,0.6205622046962955,0.009327263063873553,0.0,2494
2015,17,raca,Preta,0.7296190844071145,0.11629735565432844,0.0,2537
2015,18,raca,Preta,0.7733585280687723,0.32291881975018855,0.00037112502845466515,2571
2015,19,raca,Preta,0.7965288791847184,0.41282860777184055,0.0007913085776374317,2474
2015,20,raca,Preta,0.81962873171861,0.5274930162877571,0.0013410950756967586,2472
2015,21,raca,Preta,0.7733637357562263,0.5127881665010523,0.009262322873012652,2313
2015,22,raca,Preta,0.8055237179124608,0.5564394335635546,0.018306254602197855,2338
2015,23,raca,Preta,0.8230841984396557,0.5659738949971964,0.03372993307185737,2313
2015,24,raca,Preta,0.793033573119715,0.5660229320762974,0.06655881942803146,2203
2015,25,raca,Preta,0.7915344692704587,0.5890925915769561,0.08121054690272814,2279
2015,26,raca,Preta,0.8027843543456541,0.5648454855512168,0.07927482929785704,2387
2015,27,raca,Preta,0.7807137282024313,0.5730599536132711,0.10916083681506557,2458
2015,28,raca,Preta,0.7773494466657099,0.6036791307280243,0.09641709115589965,2365
2015,29,raca,Preta,0.7883826675783281,0.5658700633008255,0.08057230900237232,2509
2017,14,raca,Preta,0.15204945414848686,0.0,0.0,2438
2017,15,raca,Preta,0.4710678322298662,0.0,0.0,2629
2017,16,raca,Preta,0.6579157645685315,0.008373689364552524,0.0,2896
2017,17,raca,Preta,0.7561319147851379,0.1069725212800237,0.0,2951
2017,18,raca,Preta,0.790944625479292,0.33036062062870497,0.0018408372141011159,3075
2017,19,raca,Preta,0.8264276120040521,0.4936154220350362,0.006500548392820561,2939
2017,20,raca,Preta,0.8485906933689314,0.5702240011626206,0.0010831143987997745,2897
2017,21,raca,Preta,0.8411712906064265,0.5670207754881565,0.011511268214540177,2831
2017,22,raca,Preta,0.8163202274316362,0.5670765288646611,0.027426047076514363,2986
