ano,idade,categoria,valor,ef,em,sup,n
2021,27,raca,Amarela,0.8472768387326589,0.7122885922773294,0.24826131041493585,91
2021,28,raca,Amarela,0.9575887381274371,0.813645842143995,0.40888384460378346,112
2021,29,raca,Amarela,0.9222115676248843,0.7922604220360008,0.3209373242149822,106
2023,14,raca,Amarela,0.06469269983936456,0.0,0.0,135
2023,15,raca,Amarela,0.6539432008229118,0.0,0.0,111
2023,16,raca,Amarela,0.8982552739603822,0.0,0.0,127
2023,17,raca,Amarela,0.9120617001734973,0.19211625471922128,0.0,131
2023,18,raca,Amarela,0.8988028319035402,0.5666907038701158,0.00837729498811,111
2023,19,raca,Amarela,0.9795464925126783,0.8588475400139365,0.0,137
2023,20,raca,Amarela,0.9335666719011,0.805886819835247,0.0008100669409199919,150
2023,21,raca,Amarela,0.9747914282347439,0.8711116222297927,0.07794952405310072,144
2023,22,raca,Amarela,0.9473387955022196,0.8448414326445484,0.03696851192165752,198
2023,23,raca,Amarela,0.955615096348175,0.885177438900422,0.14472242228324989,121
2023,24,raca,Amarela,0.9844897905607655,0.779076616606892,0.15026285967184289,111
2023,25,raca,Amarela,0.8899680463018259,0.8116601167896447,0.23385612586836113,152
2023,26,raca,Amarela,0.9099016675288348,0.8002514331461578,0.3467874743998973,153
2023,27,raca,Amarela,0.9146102813360981,0.736333100167364,0.3808686547480624,139
2023,28,raca,Amarela,0.9165456019609276,0.8059438408806323,0.41442987811298365,175
2023,29,raca,Amarela,0.9453007865345977,0.8792445534289068,0.39775751182382085,170
2025,14,raca,Amarela,0.14569727320662598,0.0,0.0,89
2025,15,raca,Amarela,0.7532795198647412,0.0,0.0,100
2025,16,raca,Amarela,0.9915853400938623,0.0,0.0,92
2025,17,raca,Amarela,1.0,0.05679062310058455,0.0,76
2025,18,raca,Amarela,0.9218713127761593,0.5590227327606471,0.0,89
2025,19,raca,Amarela,0.950158501127275,0.8314880605553526,0.02146903168176753,99
2025,20,raca,Amarela,0.9725255381635525,0.7661135152206444,0.040662861992072835,91
2025,21,raca,Amarela,0.963408046456675,0.9188997072025191,0.08905749485990426,94
2025,22,raca,Amarela,0.9830315753555138,0.8436467400817846,0.19092658756775885,92
2025,23,raca,Amarela,0.9940591591449286,0.9123913474339621,0.12976540131225892,90
2025,24,raca,Amarela,0.9522364176671733,0.9262918758274187,0.1845792677238897,76
2025,25,raca,Amarela,0.9577413018582843,0.8728695045108027,0.34535071921737354,92
2025,26,raca,Amarela,0.8979638751458086,0.822624083615459,0.43419489468650224,115
2025,27,raca,Amarela,0.7999211017868926,0.6662544841984652,0.4437528599993154,83
2025,28,raca,Amarela,0.9334968218719917,0.834875190177535,0.403483966010403,116
2025,29,raca,Amarela,0.9378962114657821,0.8541840727183702,0.35525023881631396,129
2015,14,raca,Branca,0.23311354566815037,0.0,0.0,13669
2015,15,raca,Branca,0.6265027121854995,0.0,0.0,14740
2015,16,raca,Branca,0.8153536854282173,0.02071992880811278,0.0,14146
2015,17,raca,Branca,0.8695782995490947,0.21244293793467212,0.0,14131
2015,18,raca,Branca,0.8916111235140717,0.5251764357207626,0.0014884069010953672,14084
2015,19,raca,Branca,0.8966608927195926,0.6461117473822962,0.0039320971473921894,13925
2015,20,raca,Branca,0.9018844640193971,0.7049108138727922,0.008624157878140531,13751
2015,21,raca,Branca,0.9042503265548485,0.7294571071777706,0.03713875912620378,12857
2015,22,raca,Branca,0.8973825711486096,0.7188103778302022,0.0768457661097476,12769
2015,23,raca,Branca,0.9012206272125977,0.738702814550795,0.13351147564685265,12640
2015,24,raca,Branca,0.896163323304401,0.7377419649712331,0.19310948186916777,12719
2015,25,raca,Branca,0.8988794066207506,0.751416439999071,0.21274436916409356,12814
2015,26,raca,Branca,0.898597656377386,0.7572480368432856,0.24557722578423208,12885
2015,27,raca,Branca,0.8992709329397819,0.7606395609251015,0.2614825129066063,12952
2015,28,raca,Branca,0.882193334031586,0.743156386438152,0.2555268720660826,13095
2015,29,raca,Branca,0.8828201957472736,0.7533594123172282,0.2738602877007787,13270
2017,14,raca,Branca,0.18989662925091552,0.0,0.0,11887
2017,15,raca,Branca,0.6335689911797552,0.0,0.0,12610
